id,question_text,company,date,cluster_id,topic_name,final_category,canonical_question
q2,"Определить порядок вывода логов в консоль в коде с console.log(1), функцией foo, которая выводит 2, затем через setTimeout выводит 3 и внутри промиса 4, и после вызова foo выводится 5",Data World,2024-11-12,99,Логирование и асинхронность,JavaScript Core,"Проанализируйте вывод консольных логов в следующем коде: setTimeout(()=> console.log('setTimeout'), 0); console.log('scriptstart'); Promise.resolve().then(()=> { console.log(1); throw new Error('err'); console.log(100); }).then(()=> console.log(2)).then(()=> console.log(3))"
q3,"Отрефакторить React-компонент TodoList с использованием useState и memo для оптимизации рендеринга, где есть список задач с возможностью добавления, переключения состояния и удаления задач",Data World,2024-11-12,117,ToDo задачи на React,React,"Сделать условный ToDo-лист на React с возможностью редактирования, удаления и переключения режима редактирования пользователя"
q1,"Реакт приложение: отрефакторить код с учетом следующих проблем: неправильный нейминг переменных, лишний useCallback без потомков, if перед useEffect, использование async функции внутри useEffect, отсутствие массива зависимостей в useEffect, объединение логики работы с данными и их отображения в одном компоненте, отсутствие отображения загрузки и ошибок, отсутствие атрибута key, не вынесены константы",Datsteam,2024-12-11,-1,Нет темы,Нет кластера,
q2,"Что делать, если разработчик выполняет задачи слишком долго",Datsteam,2024-12-11,-1,Нет темы,Нет кластера,
q3,Какая главная задача у лида,Datsteam,2024-12-11,-1,Нет темы,Нет кластера,
q1,Чем image отличается от контейнера в docker,Datsteam,2024-11-14,-1,Нет темы,Нет кластера,
q2,Способы хранения памяти на фронте и их различия,Datsteam,2024-11-14,15,Браузерные хранилища,JavaScript Core,Как настроить кэширование в браузере
q3,Способы оптимизации фронта,Datsteam,2024-11-14,68,Способы оптимизации,Производительность,Как оптимизировать бандл
q4,"Рефактор компоненты PokemonsNamesList с использованием useEffect, useState и useCallback для загрузки и отображения списка покемонов с обработкой ошибок",Datsteam,2024-11-14,95,Загрузка и обработка данных,React,"Отрефакторь React-компонент Users с использованием useState и useEffect, исправь ошибки в обработке формы и запросах fetch"
q1,"Посчитать сумму в массиве, если встречается символ, то далее элементы конкатенировать как к строке",Datsteam,2024-07-13,47,Переворот строк,Алгоритмы,"Написать функцию reverseString без использования arr.reverse, которая переворачивает строку"
q2,"Найти первые индексы элементов массива, которые в сумме дают заданное число",Datsteam,2024-07-13,-1,Нет темы,Нет кластера,
q3,"Написать функцию, которая делает заданное количество попыток загрузить данные с URL с помощью fetch и возвращает результат или ошибку после исчерпания попыток",Datsteam,2024-07-13,66,Обработка запросов fetch,JavaScript Core,"Написать функцию, которая делает заданное количество попыток загрузить данные с URL с помощью fetch и возвращает результат или ошибку после исчерпания попыток"
q4,"Реализуйте функцию parallelLimit, которая выполняет несколько асинхронных задач с ограничением по количеству параллельных вызовов",Dcloud,2024-06-10,104,Параллельные асинхронные запросы,JavaScript Core,"Реализуйте функцию parallelLimit, которая выполняет несколько асинхронных задач с ограничением на количество параллельных вызовов"
q5,Объясните основные принципы работы TypeScript,Dcloud,2024-06-10,0,Типы и дженерики в TypeScript,TypeScript,Что такое as const в TypeScript?
q6,Расскажите про особенности хостинга веб-приложений,Dcloud,2024-06-10,55,Веб-технологии и доступность,Инструменты,Расскажите про особенности хостинга веб-приложений
q7,Обсудите базовые вопросы по React,Dcloud,2024-06-10,57,Основы React и Suspense,React,Что такое React
q1,Почему сменили профиль и пошли в разработку?,Diasoft,2024-11-15,-1,Нет темы,Нет кластера,
q2,По резюме идем последнее место работы причина ухода,Diasoft,2024-11-15,19,Опыт и работа,Soft Skills,Кратко про опыт работы
q3,С каким продуктом работали подробности,Diasoft,2024-11-15,123,Дизайн и разработка API,Сеть,Как была построена работа с аналитиками и дизайнерами?
q4,Про основной функционал который вы делали,Diasoft,2024-11-15,162,Проектные вызовы,Soft Skills,Расскажите про задачи на текущей работе и продукт
q5,Самая интересная и сложная задачка,Diasoft,2024-11-15,24,Интересные и сложные задачи,Soft Skills,Рассказать про задачи какие делал
q6,Про команду с кем работаете с кем строиться взаимодействие,Diasoft,2024-11-15,4,Командная работа и взаимодействие,Soft Skills,Как внутри команды договаривались о внедрении новой технологии или библиотеки?
q7,Готовы изучить Angular,Diasoft,2024-11-15,136,Сравнение фреймворков,Инструменты,"Сравните React, Vue и Angular"
q8,С какими графическими редакторами работал,Diasoft,2024-11-15,59,Библиотеки и графики,Алгоритмы,Почему именно эти библиотеки были выбраны при решении задачи?
q9,С нуля приходилось что либо верстать или по макетам что то делали,Diasoft,2024-11-15,80,Дейли взаимодействия и релизы,React,Сколько нужно было апрувов для пуша в фичи в ветку
q10,Дизайн систему какую использовали,Diasoft,2024-11-15,135,Паттерны проектирования,Верстка,"Расскажите про паттерны проектирования, которые вы использовали"
q11,По процессу разработки как шло взаимодействие с git git flow,Diasoft,2024-11-15,100,Git и команды разработки,Инструменты,По процессу разработки как шло взаимодействие с git git flow
q12,Принимал ли участие в выборе стека на проекте,Diasoft,2024-11-15,8,Опыт работы во фронтенде,Soft Skills,Работал с zustand или valtio?
q13,Написать функцию которая принимает на вход строку и печатает в консоль ее в перевернутом виде,Diasoft,2024-11-15,47,Переворот строк,Алгоритмы,"Написать функцию reverseString без использования arr.reverse, которая переворачивает строку"
q14,Определить повторяющиеся символы в строке и вывести их в массиве,Diasoft,2024-11-15,47,Переворот строк,Алгоритмы,"Написать функцию reverseString без использования arr.reverse, которая переворачивает строку"
q15,Написать функцию для вычисления суммы многомерного массива с любой вложенностью,Diasoft,2024-11-15,12,Числовые задачи массива,JavaScript Core,"Привести строку с дробью к формату без скобок, например преобразовать '(9999/9999)'"
q16,"Задача на баланс скобок: написать функцию, которая проверяет корректность расстановки скобок в строке",Diasoft,2024-11-15,122,Проверка строковых свойств,Алгоритмы,"Написать функцию для проверки, является ли строка палиндромом, и предложить способы оптимизации решения"
q1,"Что такое реакт, почему его выбрал",Diasoft,2024-07-13,-1,Нет темы,Нет кластера,
q2,Методы жизненного цикла компонента,Diasoft,2024-07-13,145,Жизненные циклы компонентов,React,Какие жизненные циклы реализует useEffect
q3,Какие хуки в реакт есть,Diasoft,2024-07-13,3,Хуки и замыкания,React,Замыкание
q4,Отличия useCallback и useMemo,Diasoft,2024-07-13,49,Оптимизация React хуков,React,useMemo vs useCallback
q6,Event loop что такое,Diasoft,2024-07-13,10,Event Loop,JavaScript Core,event-loop
q7,Преимущества redux toolkit перед redux,Diasoft,2024-07-13,2,Управление состоянием в JS,React,Middleware в Redux
q8,"Саги или санки, что больше нравилось",Diasoft,2024-07-13,-1,Нет темы,Нет кластера,
q9,"Оптимизации, делал ли, какие способы оптимизации знаешь",Diasoft,2024-07-13,68,Способы оптимизации,Производительность,Как оптимизировать бандл
q1,Кратко рассказать о себе,Digital Sector,2025-05-28,90,Оценка себя и грейда,Soft Skills,Как отсматриваете свои фичи и как кто смотрит
q2,Как работал с формами и что использовал?,Digital Sector,2025-05-28,8,Опыт работы во фронтенде,Soft Skills,Работал с zustand или valtio?
q3,Писал ли свои хуки?,Digital Sector,2025-05-28,-1,Нет темы,Нет кластера,
q4,Разница между flex и grid,Digital Sector,2025-05-28,50,Сравнение Grid и Flexbox,Верстка,В чем отличие Grid от Flexbox
q5,Что такое тег picture и как его использовать?,Digital Sector,2025-05-28,33,Свойства отображения элементов,Верстка,По пункту в резюме: как реализовано скачивание файлов в pdf
q6,Как центрировать div?,Digital Sector,2025-05-28,-1,Нет темы,Нет кластера,
q7,Что такое box-sizing в CSS?,Digital Sector,2025-05-28,1,Специфичность CSS селекторов,TypeScript,Какие ещё css правила затрагивают изменение layout?
q8,Как стилизовать чекбоксы?,Digital Sector,2025-05-28,102,Стилизация компонентов,React,Способы изоляции стилей.
q9,"В чем отличия display: none, opacity и visibility: hidden?",Digital Sector,2025-05-28,-1,Нет темы,Нет кластера,
q10,"Что делать, если страница долго загружается?",Digital Sector,2025-05-28,34,Отрисовка страниц в браузере,Браузеры,Как выполняется отрисовка в браузере
q11,Как применить ленивую загрузку к картинкам?,Digital Sector,2025-05-28,33,Свойства отображения элементов,Верстка,По пункту в резюме: как реализовано скачивание файлов в pdf
q12,Объяснить глубокое и неглубокое копирование объекта,Digital Sector,2025-05-28,60,Копирование объектов,JavaScript Core,Методы копирования объектов
q13,Что такое Virtual DOM?,Digital Sector,2025-05-28,26,Виртуальный DOM и Reconciliation,React,"Зачем нужен React, объясните преимущества декларативности, виртуального DOM и процесса reconciliation"
q14,Что такое Portal в React?,Digital Sector,2025-05-28,152,Порталы в React,React,Что такое Portal в React. Когда использовать
q15,Объяснить вопрос про cleanup в useEffect,Digital Sector,2025-05-28,27,Хук useEffect и его особенности,React,Что такое cleanup функция в useEffect
q16,"Различия между localStorage, sessionStorage и cookie",Digital Sector,2025-05-28,38,Хранилища данных в браузере,JavaScript Core,sessionStorage vs localStorage
q17,Как избежать props drilling?,Digital Sector,2025-05-28,20,Редукция и рендеринг компонентов,React,"Можно ли сделать так, чтобы нельзя было менять свойства объекта (заморозить объект)"
q18,Разница между context и state manager,Digital Sector,2025-05-28,105,Контекст и менеджеры,React,"Какие бывают виды функций, как работает контекст и какие есть методы сохранения контекста"
q1,"Что выведет следующий код и как исправить, чтобы изменения в копии объекта не влияли на оригинал: const a = {name: 'Петя'}; const b = a; b.name = 'Вася'; console.log(b.name); console.log(a.name);",Digital Sector,2025-05-28,173,Вывод кода и объекты,Другое,"Что будет выведено в консоль при выполнении кода const a = {key: 'a'}, b = {key: 'b'}, c = {key: 'c'}; a[b] = c; a[c] = b; console.log(a[b], a[c])"
q2,Что выведет следующий код при вызове test()() дважды: function test() { let num = 1; return function () { console.log(num); num++; }; },Digital Sector,2025-05-28,-1,Нет темы,Нет кластера,
q3,"В какой последовательности выведутся числа в консоль при выполнении кода с setTimeout, Promise и немедленным вызовом функции: setTimeout(() => { console.log(1); }); const proml = new Promise((resolve) => { console.log(3); resolve(4); }); console.log(2); proml.then(resp => { console.log(resp); }); (function () { console.log(5); })();",Digital Sector,2025-05-28,99,Логирование и асинхронность,JavaScript Core,"Проанализируйте вывод консольных логов в следующем коде: setTimeout(()=> console.log('setTimeout'), 0); console.log('scriptstart'); Promise.resolve().then(()=> { console.log(1); throw new Error('err'); console.log(100); }).then(()=> console.log(2)).then(()=> console.log(3))"
q1,Кратко о себе,Digital Sector,2025-05-22,90,Оценка себя и грейда,Soft Skills,Как отсматриваете свои фичи и как кто смотрит
q2,"Работал с формами, как работал? Что использовал?",Digital Sector,2025-05-22,8,Опыт работы во фронтенде,Soft Skills,Работал с zustand или valtio?
q3,Писал свои хуки?,Digital Sector,2025-05-22,-1,Нет темы,Нет кластера,
q4,Flex vs Grid,Digital Sector,2025-05-22,50,Сравнение Grid и Flexbox,Верстка,В чем отличие Grid от Flexbox
q5,Тег picture,Digital Sector,2025-05-22,33,Свойства отображения элементов,Верстка,По пункту в резюме: как реализовано скачивание файлов в pdf
q6,Как отцентровать див?,Digital Sector,2025-05-22,-1,Нет темы,Нет кластера,
q7,Display: none vs opacity?,Digital Sector,2025-05-22,-1,Нет темы,Нет кластера,
q8,"Страница долго загружается, что будешь делать?",Digital Sector,2025-05-22,34,Отрисовка страниц в браузере,Браузеры,Как выполняется отрисовка в браузере
q10,IntersectionObserver,Digital Sector,2025-05-22,-1,Нет темы,Нет кластера,
q11,Load vs DOMContentLoaded,Digital Sector,2025-05-22,77,DOM и его особенности,JavaScript Core,Почему нельзя просто изменить текст в элементе через DOM API в React
q12,Глубокое и неглубокое копирование объекта,Digital Sector,2025-05-22,60,Копирование объектов,JavaScript Core,Методы копирования объектов
q13,"LocalStorage, SessionStorage, Cookie",Digital Sector,2025-05-22,38,Хранилища данных в браузере,JavaScript Core,sessionStorage vs localStorage
q15,Плюсы и минусы Context и state manager,Digital Sector,2025-05-22,105,Контекст и менеджеры,React,"Какие бывают виды функций, как работает контекст и какие есть методы сохранения контекста"
q16,UseRef,Digital Sector,2025-05-22,62,Хуки React,React,Что такое ref и зачем нужен
q1,"Определить последовательность вывода в консоль при выполнении кода с setTimeout, Promise и немедленным вызовом функции",Digital Sector,2025-05-22,133,Асинхронный порядок вывода,JavaScript Core,Определите порядок вывода чисел в консоль для данного асинхронного кода с setTimeout и Promise
q2,"Объяснить, что выведет console.log при вызове функции с замыканием, которая увеличивает внутреннюю переменную, и почему при повторных вызовах выводится одно и то же значение",Digital Sector,2025-05-22,65,Консоль и переменные,JavaScript Core,"Объяснить, что выведет console.log при вызове функции с замыканием, которая увеличивает внутреннюю переменную, и почему при повторных вызовах выводится одно и то же значение"
q3,"Объяснить, что выведет console.log при изменении свойства объекта через другую переменную, и как исправить проблему, чтобы избежать изменения исходного объекта (сделать копию объекта)",Digital Sector,2025-05-22,65,Консоль и переменные,JavaScript Core,"Объяснить, что выведет console.log при вызове функции с замыканием, которая увеличивает внутреннюю переменную, и почему при повторных вызовах выводится одно и то же значение"
q1,Задача на консоль лог с промисами и setTimeout,Dinord,2024-01-24,-1,Нет темы,Нет кластера,
q2,"Нужно получить объединённый массив объектов по id из двух массивов: const a = [{id:1, color: red}], const b = [{id:1, size: 32}], результат: const c = [{id:1, color: red, size: 32}]",Dinord,2024-01-24,-1,Нет темы,Нет кластера,
q1,"У нас есть таймауты, таймеры, интервалы и тд. Мы запустили таймаут, хотим какое-то отложенное действие, но пользователь уходит со страницы, не дождался нашего таймаута и нам нужно таймаут как-то отменить. Каким образом мы можем это сделать?",Dodo Brands,2024-10-14,120,Таймауты и интервалы,JavaScript Core,"Что выведет в консоль при выполнении цепочки промисов с setTimeout, then, catch и finally"
q2,Как можно отменить таймаут без использования метода clearTimeout?,Dodo Brands,2024-10-14,120,Таймауты и интервалы,JavaScript Core,"Что выведет в консоль при выполнении цепочки промисов с setTimeout, then, catch и finally"
q3,Расскажи про контекст у стрелочной функции,Dodo Brands,2024-10-14,125,Стрелочные и обычные функции,JavaScript Core,В чем отличие стрелочных функций от обычных функций
q4,"Можно ли передать контекст в стрелочную функцию? Если да, то как?",Dodo Brands,2024-10-14,105,Контекст и менеджеры,React,"Какие бывают виды функций, как работает контекст и какие есть методы сохранения контекста"
q5,"Что нужно сделать, чтобы useEffect сработал один раз?",Dodo Brands,2024-10-14,27,Хук useEffect и его особенности,React,Что такое cleanup функция в useEffect
q6,"Что нужно сделать, чтобы useEffect сработал только на обновление (update), без срабатывания при монтировании?",Dodo Brands,2024-10-14,27,Хук useEffect и его особенности,React,Что такое cleanup функция в useEffect
q7,"Запросы GET передаются query параметрами, а можем ли мы сделать то же самое методом POST?",Dodo Brands,2024-10-14,128,Запросы GET и POST,Сеть,"Запросы GET передаются query параметрами, а можем ли мы сделать то же самое методом POST?"
q8,Работал с TypeScript? Просачиваются ли типы из TypeScript в рантайм?,Dodo Brands,2024-10-14,0,Типы и дженерики в TypeScript,TypeScript,Что такое as const в TypeScript?
q9,"Что из TypeScript может просачиваться в итоговый бандл и рантайм? (например, enums)",Dodo Brands,2024-10-14,0,Типы и дженерики в TypeScript,TypeScript,Что такое as const в TypeScript?
q10,"Что мы можем сделать, чтобы наши обработчики не пересоздавались лишний раз при рендере?",Dodo Brands,2024-10-14,20,Редукция и рендеринг компонентов,React,"Можно ли сделать так, чтобы нельзя было менять свойства объекта (заморозить объект)"
q11,Какие типы данных есть в JavaScript?,Dodo Brands,2024-10-14,42,JavaScript: наследование и типы данных,JavaScript Core,Объясните прототипное наследование в JavaScript
q12,"Почему ты начал писать на React, а не на чем-то другом?",Dodo Brands,2024-10-14,28,Хуки в React,React,С какими хуками React вы работали и для чего они используются
q13,С какими сборщиками ты работал?,Dodo Brands,2024-10-14,41,Менеджеры и стейтменеджеры,Soft Skills,"2 этап - знакомство с менеджерами: рассказ о корпоративной культуре, технике, пересмотре зарплаты, соцпакете и дополнительных бонусах"
q14,Что такое CI/CD?,Dodo Brands,2024-10-14,73,CI/CD и CDN,Сеть,Что такое CDN
q1,Сверстать нянкэт с позиционированием элементов,Dogma,2024-02-13,154,Центрирование элементов,Верстка,"Задача: отрисовать шахматную доску и реализовать управление королем, который может ходить только на соседние 8 клеток, при этом закрашивать возможные ходы"
q2,"Написать функцию, которая будет суммировать все значения value из массива объектов с вложенными children",Dogma,2024-02-13,-1,Нет темы,Нет кластера,
q2,Расскажи о предыдущем месте работы,Doubletapp,2024-11-14,19,Опыт и работа,Soft Skills,Кратко про опыт работы
q3,Какие ожидания от места работы,Doubletapp,2024-11-14,6,Карьерный поиск,Алгоритмы,Где сейчас проживаете?
q4,Чем занимался на предыдущем месте работы,Doubletapp,2024-11-14,19,Опыт и работа,Soft Skills,Кратко про опыт работы
q5,"Реализуйте функцию, которая принимает строку и возвращает объект с подсчетом количества каждого символа в строке",Doubletapp,2024-11-14,-1,Нет темы,Нет кластера,
q6,"Напишите функцию, которая принимает объект дерева с полями value и children и возвращает массив всех значений value из дерева",Doubletapp,2024-11-14,94,Работа с деревьями в TypeScript,TypeScript,"Реализуйте компонент MyPick с функционалом, описанным в исходном коде из src/MyPick.ts"
q1,"Написать функцию вывода строкой через запятую названий (name) объектов, беря только объекты связанные с типами у которых class='Устройства', учитывая, что объектов может быть миллиард, а типов миллион, с максимальным снижением затрат по времени и ресурсам",ED-IT,2025-02-06,83,Типы и ключи объектов,TypeScript,"Написать тип someName и наиболее оптимальную проверку наличия ключа id в объекте pictures типа Record<ID, Picture>"
q2,"Реализовать функцию debounce на чистом JavaScript без использования готовых библиотек, которая вызывает переданную функцию только если пауза в наборе текста составила 1 секунду, имитируя отложенный вызов для текстового поиска с участием бэкенда",ED-IT,2025-02-06,40,Дебаунс и лимит вызовов,JavaScript Core,"Реализовать кастомный React-хук useDebounce, который принимает значение и возвращает его с задержкой обновления в 500 мс, очищая таймаут при изменении значения"
q3,"Реализовать функцию getResult, которая принимает массив объектов с полями name и region и возвращает объект с подсчётом количества субъектов в регионах 1 и 2, без использования дополнительных переменных-массивов, реализовав логику внутри самой функции",ED-IT,2025-02-06,118,Пути и объекты,Другое,"Объяснить поведение this в объекте bet с методом getBetType и при вызове getType, который ссылается на bet.getBetType, а также почему при вызове getType() выводится значение глобальной переменной type."
q1,Селекторы в CSS,Egar Technology,2025-01-29,1,Специфичность CSS селекторов,TypeScript,Какие ещё css правила затрагивают изменение layout?
q2,Для чего используется селектор * {} в CSS,Egar Technology,2025-01-29,1,Специфичность CSS селекторов,TypeScript,Какие ещё css правила затрагивают изменение layout?
q5,"call, bind, apply",Egar Technology,2025-01-29,81,"Методы bind, call, apply",JavaScript Core,call/bind/apply
q6,React.Fragment - для чего используется и какие пропсы принимает,Egar Technology,2025-01-29,-1,Нет темы,Нет кластера,
q7,Сравните useEffect и useLayoutEffect,Egar Technology,2025-01-29,71,Отличия useEffect и useLayoutEffect,React,Отличия useEffect от useLayoutEffect
q8,Объясните разницу между управляемым и неуправляемым компонентом в React,Egar Technology,2025-01-29,-1,Нет темы,Нет кластера,
q9,"Какие бывают виды тестов: unit, интеграционные, e2e",Egar Technology,2025-01-29,5,Unit-тестирование и его аспекты,Тестирование,Какими свойствами должен обладать хороший unit-тест?
q10,Что такое Cypress и Playwright,Egar Technology,2025-01-29,5,Unit-тестирование и его аспекты,Тестирование,Какими свойствами должен обладать хороший unit-тест?
q11,Где лучше хранить авторизационные токены и почему в куках,Egar Technology,2025-01-29,30,Авторизация и токены,Сеть,Что хранится на бэке для авторизации
q12,"Виды атак: XSS, CSRF и другие",Egar Technology,2025-01-29,131,Безопасность веб-приложений,Сеть,Какие методы защиты ты используешь для своего приложения.
q1,"Типизировать React-хук useOperationQuery, который принимает параметры запроса и возвращает объект с данными, состояниями загрузки, ошибки и текстом ошибки, используя generic тип T",Egar Technology,2025-01-29,95,Загрузка и обработка данных,React,"Отрефакторь React-компонент Users с использованием useState и useEffect, исправь ошибки в обработке формы и запросах fetch"
q1,"Реализуйте вывод чисел от 1 до 100 с заменой чисел, кратных 3 и 5, на 'FizzBuzz', кратных 3 на 'Fizz', кратных 5 на 'Buzz'",Egar Technology,2024-07-08,-1,Нет темы,Нет кластера,
q2,"Напишите функцию bookingCalculate, которая рассчитывает стоимость бронирования с разной стоимостью для будних и выходных дней, учитывая количество ночей и дату начала",Egar Technology,2024-07-08,110,Оптимизация маршрутов и бронирование,Производительность,"Реализуйте функцию getRoute, которая возвращает маршрут по заданным параметрам"
q3,Напишите кастомный React-хук useOperationQuery для запроса данных с возможностью прерывания предыдущего запроса через AbortController,Egar Technology,2024-07-08,-1,Нет темы,Нет кластера,
q2,Какая функция не имеет замыкания,Egar Technology,2024-01-16,132,Замыкания в программировании,JavaScript Core,Что такое замыкания
q3,Через какое скрытое свойство работает замыкание,Egar Technology,2024-01-16,132,Замыкания в программировании,JavaScript Core,Что такое замыкания
q4,Что возвращает typeof Alert(),Egar Technology,2024-01-16,177,Типы и охранники в TypeScript,TypeScript,Что такое typeguard в TypeScript?
q5,Объясните приведение типов в JavaScript,Egar Technology,2024-01-16,42,JavaScript: наследование и типы данных,JavaScript Core,Объясните прототипное наследование в JavaScript
q6,Объясните наследование в JavaScript,Egar Technology,2024-01-16,42,JavaScript: наследование и типы данных,JavaScript Core,Объясните прототипное наследование в JavaScript
q7,В чем разница между proto и prototype,Egar Technology,2024-01-16,67,Прототипное наследование,JavaScript Core,Все про прототипы.
q8,У каких функций есть prototype,Egar Technology,2024-01-16,67,Прототипное наследование,JavaScript Core,Все про прототипы.
q9,Какие типы данных можно присвоить prototype,Egar Technology,2024-01-16,67,Прототипное наследование,JavaScript Core,Все про прототипы.
q10,Какие ограничения есть у прототипного наследования в JavaScript,Egar Technology,2024-01-16,42,JavaScript: наследование и типы данных,JavaScript Core,Объясните прототипное наследование в JavaScript
q11,Какие виды данных есть в JavaScript,Egar Technology,2024-01-16,42,JavaScript: наследование и типы данных,JavaScript Core,Объясните прототипное наследование в JavaScript
q12,Что выведется в консоль при выполнении: console.log(undefined > 0); console.log(undefined < 0); console.log(undefined == 0);,Egar Technology,2024-01-16,103,Логические выражения в JavaScript,JavaScript Core,Что выведет console.log('' || {})
q1,Какие компоненты и фичи делал сам от и до,EnjoyPro,2025-05-22,8,Опыт работы во фронтенде,Soft Skills,Работал с zustand или valtio?
q2,Как оптимизировать работу браузера (в т.ч. reflow/repaint),EnjoyPro,2025-05-22,34,Отрисовка страниц в браузере,Браузеры,Как выполняется отрисовка в браузере
q3,"Как работает Virtual DOM, reconciliation",EnjoyPro,2025-05-22,26,Виртуальный DOM и Reconciliation,React,"Зачем нужен React, объясните преимущества декларативности, виртуального DOM и процесса reconciliation"
q4,Разница event.stopPropagation vs event.preventDefault,EnjoyPro,2025-05-22,46,Обработка событий в JavaScript,JavaScript Core,EventLoop
q5,Что происходит при перерендере React-компонента,EnjoyPro,2025-05-22,16,Ререндеринг в React,React,Перечислить хуки React
q6,"Как работает useMemo, useCallback — примеры реальных кейсов",EnjoyPro,2025-05-22,49,Оптимизация React хуков,React,useMemo vs useCallback
q7,Когда useLayoutEffect опасен,EnjoyPro,2025-05-22,71,Отличия useEffect и useLayoutEffect,React,Отличия useEffect от useLayoutEffect
q8,"Принципы SOLID, как соблюдаются в React (SRP, DIP, LSP)",EnjoyPro,2025-05-22,16,Ререндеринг в React,React,Перечислить хуки React
q9,"Как устроен Event Loop, разница между micro/macro tasks",EnjoyPro,2025-05-22,10,Event Loop,JavaScript Core,event-loop
q10,"Как работают замыкания в JS, зачем нужны useRef и колбэки",EnjoyPro,2025-05-22,17,Асинхронный JavaScript,JavaScript Core,модули в JS
q11,"Какие архитектурные подходы используешь (FSD, атомарный дизайн)",EnjoyPro,2025-05-22,79,Архитектурные подходы,Soft Skills,"Какую архитектуру используешь на проекте, какие знаешь?"
q12,"Как устроены формы и валидации (Formik, Zod, React Hook Form)",EnjoyPro,2025-05-22,-1,Нет темы,Нет кластера,
q13,Как реализовать сохранение драфта формы с автосейвом,EnjoyPro,2025-05-22,-1,Нет темы,Нет кластера,
q14,"Как писал тесты на хуки и логику (Jest, RTL)",EnjoyPro,2025-05-22,5,Unit-тестирование и его аспекты,Тестирование,Какими свойствами должен обладать хороший unit-тест?
q15,Проблемы с SSR и как дебажил,EnjoyPro,2025-05-22,37,Технологии веб-разработки,Верстка,"Что такое CSP, для чего нужно"
q16,"Что знаешь про Web Vitals, как следил за метриками",EnjoyPro,2025-05-22,55,Веб-технологии и доступность,Инструменты,Расскажите про особенности хостинга веб-приложений
q17,Чем отличаются == и === и почему это важно,EnjoyPro,2025-05-22,101,Операторы сравнения,JavaScript Core,=== и ==
q18,"Как работает this, где он теряется",EnjoyPro,2025-05-22,7,Функциональный JS & Web API,JavaScript Core,Какие бывают бандлеры
q19,Что делает Object.create(null),EnjoyPro,2025-05-22,-1,Нет темы,Нет кластера,
q20,Как бы сделал drag'n'drop без библиотек,EnjoyPro,2025-05-22,59,Библиотеки и графики,Алгоритмы,Почему именно эти библиотеки были выбраны при решении задачи?
q21,Как рефакторишь легаси-компоненты,EnjoyPro,2025-05-22,156,Адаптивная верстка и методы,Верстка,Как рефакторишь легаси-компоненты
q22,Как организовать фичи и слои в FSD-подходе,EnjoyPro,2025-05-22,139,Архитектура FSD,Архитектура,Расскажи про архитектуру FCD
q23,Как разбиваешь логику между slice и thunk,EnjoyPro,2025-05-22,156,Адаптивная верстка и методы,Верстка,Как рефакторишь легаси-компоненты
q24,Что может пойти не так при deep clone объекта,EnjoyPro,2025-05-22,60,Копирование объектов,JavaScript Core,Методы копирования объектов
q25,Как бы реализовал очередь на отправку запросов,EnjoyPro,2025-05-22,128,Запросы GET и POST,Сеть,"Запросы GET передаются query параметрами, а можем ли мы сделать то же самое методом POST?"
q1,Определить результат и объяснить поведение выражения: console.log(0.1 + 0.2 === 0.3),EnjoyPro,2025-05-22,103,Логические выражения в JavaScript,JavaScript Core,Что выведет console.log('' || {})
q2,Определить результат и объяснить typeof NaN,EnjoyPro,2025-05-22,-1,Нет темы,Нет кластера,
q3,Определить результат и объяснить поведение выражений: console.log([] + 1) и console.log([1] + 1),EnjoyPro,2025-05-22,103,Логические выражения в JavaScript,JavaScript Core,Что выведет console.log('' || {})
q4,"Объяснить вывод кода с циклом и setTimeout с var: for (var i = 0; i < 3; i++) { setTimeout(() => console.log(i), 0); }",EnjoyPro,2025-05-22,-1,Нет темы,Нет кластера,
q5,"Определить тип объекта, возвращаемого функцией-конструктором, которая возвращает примитив: function Person() { this.age = 30; return 42; }",EnjoyPro,2025-05-22,61,Консольные выводы объектов,JavaScript Core,Что выведет в консоль при присваивании объекта другой переменной и последующем изменении первой переменной на новый объект
q6,"Объяснить поведение массива с пропущенными индексами: const arr = [4, 5, 6]; arr[10] = 99; определить длину и содержимое массива",EnjoyPro,2025-05-22,146,Работа с массивами,JavaScript Core,"Оптимизировать редьюс, который создает новый массив на каждой итерации: const arr = [1,2,3].reduce((acc, x) => { return [...acc, {value: x, name: x}] }, [])"
q7,Объяснить значение this в строгом режиме внутри функции: function foo() { 'use strict'; console.log(this); },EnjoyPro,2025-05-22,65,Консоль и переменные,JavaScript Core,"Объяснить, что выведет console.log при вызове функции с замыканием, которая увеличивает внутреннюю переменную, и почему при повторных вызовах выводится одно и то же значение"
