"interview_id","company","source","type","text","date","time","salary_range","level","duration","topics","complexity","question_number","sender"
"Иннотех_2024-08-08_4_12_0_cc35e7a3","Иннотех","json","code","function debounce(callback, time) { let timerId; return function(...arg) { clearTimeout(timerId); timerId = setTimeout(() => { callback.apply(this, arg); }","2024-08-08","13:45:51","","","","","","","Александр Птицын"
"Иннотех_2024-08-08_4_12_1_07a20b8e","Иннотех","json","code","const fetch = x => { setTimeout(() => { console.log('return result ', x); }","2024-08-08","13:45:51","","","","","","","Александр Птицын"
"Иннотех_2024-08-08_4_12_2_641ebc75","Иннотех","json","code","const fetch = x => { setTimeout(() => { console.log('return result ', x); }, 3000); }","2024-08-08","13:45:51","","","","","","","Александр Птицын"
"Иннотех_2024-07-01_4_13_0_1c39b141","Иннотех","json","question","Почему react - библиотека?","2024-07-01","15:50:53","250","","","","","1","dm ."
"Иннотех_2024-07-01_4_13_1_b7fe0254","Иннотех","json","question","Какие паттерны знаешь?","2024-07-01","15:50:53","250","","","","","2","dm ."
"Иннотех_2024-07-01_4_13_2_b0570a9e","Иннотех","json","question","Какой шаблон проектирования использует реакт: композицию или абстракцию?","2024-07-01","15:50:53","250","","","","","3","dm ."
"Иннотех_2024-07-01_4_13_3_f3337159","Иннотех","json","question","Какой паттерн использует редакс?","2024-07-01","15:50:53","250","","","","","4","dm ."
"Иннотех_2024-07-01_4_13_4_da6147f4","Иннотех","json","code","function removeDuplicates(str) { let result = ''; let prevChar = ''; for (let i = 0; i < str.length; i++) { let currentChar = str[i]; if (currentChar !== prevChar) { result += currentChar; }","2024-07-01","15:50:53","250","","","","","","dm ."
"Иннотех_2024-07-01_4_13_5_556867eb","Иннотех","json","code","const inputString = ""ннууужно ннннаааапппииииссссссааатттттттьыь фуууккккнннццццццциююю которая ннннаааа вввввхххоодддд пппрррииииинннннннмммааааеетт ээээту ссстрррокуу и ввоззвррраащщщиииттт еееё ссс ббббеееззз ллллииишшшннннееегггоо дуууббблиииррррооовааннния бббууккккввв"";","2024-07-01","15:50:53","250","","","","","","dm ."
"Иннотех_2024-07-01_4_13_6_9e2cb4cc","Иннотех","json","code","const outputString = removeDuplicates(inputString);","2024-07-01","15:50:53","250","","","","","","dm ."
"Иннотех_2024-06-25_4_14_0_b4d19884","Иннотех","json","question","Реакт реализаует паттерн композиции или ассоциации?","2024-06-25","15:20:40","250-280","","","","","1","dm ."
"Иннотех_2024-06-25_4_14_1_1b8b9d6f","Иннотех","json","question","Какой паттерн реализует prototype в js?","2024-06-25","15:20:40","250-280","","","","","2","dm ."
"Иннотех_2024-06-25_4_14_2_4cd36b90","Иннотех","json","question","Можем ли мы нарушать архитектурный паттерн в редаксе, по которому должен быть один единственный стейт на все приложение?","2024-06-25","15:20:40","250-280","","","","","3","dm ."
"Иннотех_2024-05-26_4_15_0_4342cc24","Иннотех","json","code","const foo1 = () => { console.log(""foo1"") return Promise.resolve().then(foo1) }","2024-05-26","16:23:24","300","","","","","","Roman"
"Иннотех_2024-05-26_4_15_1_ed53430b","Иннотех","json","code","const foo2 = () => { console.log(""foo2"") setTimeout(foo2) }","2024-05-26","16:23:24","300","","","","","","Roman"
"Иннотех_2024-01-17_4_22_0_7d930688","Иннотех","json","question","что такое согласование в react?","2024-01-17","23:10:41","310-400","senior","","","","6","Daniil Max"
"Иннотех_2024-01-17_4_22_1_9e6d8abc","Иннотех","json","question","какие хуки использую в react","2024-01-17","23:10:41","310-400","senior","","","","","Daniil Max"
"Иннотех_2024-01-17_4_22_2_03c38de3","Иннотех","json","question","какие есть виды мемоизации в react","2024-01-17","23:10:41","310-400","senior","","","","","Daniil Max"
"Иннотех_2024-01-17_4_22_3_636eb628","Иннотех","json","question","зачем нужны ключи в реакте","2024-01-17","23:10:41","310-400","senior","","","","","Daniil Max"
"Иннотех_2024-01-17_4_22_4_76aeccee","Иннотех","json","question","как реакт понимает какие компоненты нужно обновлять","2024-01-17","23:10:41","310-400","senior","","","","","Daniil Max"
"Иннотех_2024-01-17_4_22_5_b80db254","Иннотех","json","question","что такое декларативный подход в реакт","2024-01-17","23:10:41","310-400","senior","","","","","Daniil Max"
"Selecty В Альфа Банк_2025-07-16_5_0_0_cf8f2c5a","Selecty В Альфа Банк","json","question","Какими задачами гордишься?","2025-07-16","14:55:27","250","","","","","1","Ivan"
"Selecty В Альфа Банк_2025-07-16_5_0_1_2fc84377","Selecty В Альфа Банк","json","question","Что не нравится в работе?","2025-07-16","14:55:27","250","","","","","2","Ivan"
"Selecty В Альфа Банк_2025-07-16_5_0_2_f3fb4530","Selecty В Альфа Банк","json","question","Мутирующие и не мутирующие методы массивов. Что лучше?","2025-07-16","14:55:27","250","","","","","5","Ivan"
"Selecty В Альфа Банк_2025-07-16_5_0_3_4ceed6be","Selecty В Альфа Банк","json","question","Про Redux. Зачем весь этот бойлерплейт экшены/редюсеры, почему бы не сделать как в mobx?","2025-07-16","14:55:27","250","","","","","15","Ivan"
"Selecty В Альфа Банк_2025-07-16_5_0_4_a36265b2","Selecty В Альфа Банк","json","question","Как подходить к написанию uikit?","2025-07-16","14:55:27","250","","","","","16","Ivan"
"Selecty В Альфа Банк_2025-07-16_5_0_5_376146b7","Selecty В Альфа Банк","json","task","const numberSet = new Set<number>(); // OK numberSet.add(42); // Должна быть ошибка numberSet.add(""42""); // Ошибка: Argument of type 'string' is not assignable to parameter of type 'number'. Задача 2 function toArray<T>(value: T): T[] { return [value]; } Задача 3 type Item = { id: string | number; name: string; date: string | Date; }; type Props = { onClick: () => void; data: Item[]; }; const obj: Props = { onClick: () => { console.log(""Button clicked!""); }, data: [ { id: 1, name: ""John Doe"", date: ""2023-10-05"", }, { id: 2, name: ""Jane Smith"", date: new Date(), }, ], }; Задача 4 const useFirstRender = () => { const isFirstRenderRef = useRef(true); useEffect(() => { isFirstRenderRef.current = false; }, []); return isFirstRenderRef.current; }; Задача 5 Дана таблица. Нужно через псевдокод объяснить как можно реализовать ф","2025-07-16","14:55:27","250","","","","","1","Ivan"
"Selecty В Альфа Банк_2025-07-16_5_0_6_57b6f016","Selecty В Альфа Банк","json","code","function toArray<T>(value: T): T[] { return [value]; }","2025-07-16","14:55:27","250","","","","","","Ivan"
"Selecty В Альфа Банк_2025-07-16_5_0_7_c013a359","Selecty В Альфа Банк","json","code","const obj: Props = { onClick: () => { console.log(""Button clicked!""); }","2025-07-16","14:55:27","250","","","","","","Ivan"
"Selecty В Альфа Банк_2025-07-16_5_0_8_9e417445","Selecty В Альфа Банк","json","code","const useFirstRender = () => { const isFirstRenderRef = useRef(true); useEffect(() => { isFirstRenderRef.current = false; }","2025-07-16","14:55:27","250","","","","","","Ivan"
"Selecty В Альфа Банк_2025-07-16_5_0_9_637fd267","Selecty В Альфа Банк","json","code","const obj: Props = { onClick: () => { console.log(""Button clicked!""); }, data: [ { id: 1, name: ""John Doe"", date: ""2023-10-05"", }, { id: 2, name: ""Jane Smith"", date: new Date(), }, ], }","2025-07-16","14:55:27","250","","","","","","Ivan"
"Альфа-Банк_2025-07-16_5_1_0_19cdc01f","Альфа-Банк","json","question","Мой опыт и интересные таски?","2025-07-16","10:26:26","200","","","","","1","Anastasia"
"Альфа-Банк_2025-07-16_5_1_1_d1a84b67","Альфа-Банк","json","question","Процессы на текущем месте?","2025-07-16","10:26:26","200","","","","","2","Anastasia"
"Альфа-Банк_2025-07-16_5_1_2_fd35f4a2","Альфа-Банк","json","question","CI/CD , был ли опыт, настраивала ли самостоятельно?","2025-07-16","10:26:26","200","","","","","3","Anastasia"
"Альфа-Банк_2025-07-16_5_1_3_ed32e428","Альфа-Банк","json","question","Как и кто заводил таски в JIRA?","2025-07-16","10:26:26","200","","","","","4","Anastasia"
"Альфа-Банк_2025-07-16_5_1_4_13880a0b","Альфа-Банк","json","question","Взаимодействие с командой?","2025-07-16","10:26:26","200","","","","","5","Anastasia"
"Альфа-Банк_2025-07-16_5_1_5_16ac5387","Альфа-Банк","json","question","Немножко задали вопросов по моему проекту на текущей работе?","2025-07-16","10:26:26","200","","","","","6","Anastasia"
"Альфа-Банк_2025-07-16_5_1_6_9758735c","Альфа-Банк","json","question","Были ли конфликты, как решала?","2025-07-16","10:26:26","200","","","","","7","Anastasia"
"Альфа-Банк_2025-07-16_5_1_7_c5cb6950","Альфа-Банк","json","question","Предлагала ли свои какие-то решения?","2025-07-16","10:26:26","200","","","","","8","Anastasia"
"Альфа-Банк_2025-07-16_5_1_8_9fcde0d1","Альфа-Банк","json","question","Был ли опыт с микрофронтами?","2025-07-16","10:26:26","200","","","","","9","Anastasia"
"Альфа-Банк_2025-07-16_5_1_9_644433f9","Альфа-Банк","json","question","Как вообще развиваюсь и развиваюсь ли?","2025-07-16","10:26:26","200","","","","","10","Anastasia"
"Альфа-Банк_2025-07-16_5_1_10_1573ffb6","Альфа-Банк","json","question","Было ли такое, что были какие-то срочные таски, на которые надо переключиться было?","2025-07-16","10:26:26","200","","","","","11","Anastasia"
"Альфа-Банк_2025-07-16_5_1_11_d27ffe1c","Альфа-Банк","json","question","Хобби и интересы?","2025-07-16","10:26:26","200","","","","","12","Anastasia"
"Альфа-Банк_2025-07-14_5_2_0_a170cce6","Альфа-Банк","json","code","Когда нужно менять стейт через предыдущее состояние (например: setState(prev => prev + 1)), а когда можно сделать просто setState(state + 1)?","2025-07-14","17:03:07","200","","","","","2","Anastasia"
"Альфа-Банк_2025-07-14_5_2_1_93fe409f","Альфа-Банк","json","question","Кастомные хуки. Чем отличаются от обычных функций и когда надо использовать их, а не обычные функции?","2025-07-14","17:03:07","200","","","","","8","Anastasia"
"Альфа-Банк_2025-07-14_5_2_2_9e751699","Альфа-Банк","json","question","Мемоизация, кеширование. Когда надо использовать, а когда не надо?","2025-07-14","17:03:07","200","","","","","9","Anastasia"
"Альфа-Банк_2025-07-14_5_2_3_4809ce90","Альфа-Банк","json","question","Кейсы, когда нам нужно использовать useCallback?","2025-07-14","17:03:07","200","","","","","10","Anastasia"
"Альфа-Банк_2025-07-14_5_2_4_eb5af7d8","Альфа-Банк","json","question","Когда нужно использовать <React.Fragment></React.Fragment>, а когда достаточно фрагмента в виде <></>?","2025-07-14","17:03:07","200","","","","","11","Anastasia"
"Альфа-Банк_2025-07-14_5_2_5_e9d231fd","Альфа-Банк","json","question","Зачем нам нужны ключи в реакте?","2025-07-14","17:03:07","200","","","","","12","Anastasia"
"Альфа-Банк_2025-07-14_5_2_6_99582352","Альфа-Банк","json","question","Сколько аргументов в .map() и какие они?","2025-07-14","17:03:07","200","","","","","13","Anastasia"
"Альфа-Банк_2025-07-14_5_2_7_b5032c17","Альфа-Банк","json","question","Мемоизация в 19 реакте?","2025-07-14","17:03:07","200","","","","","14","Anastasia"
"Альфа-Банк_2025-07-14_5_2_8_bfafe88b","Альфа-Банк","json","question","Мемоизация в классовых компонентах?","2025-07-14","17:03:07","200","","","","","15","Anastasia"
"Альфа-Банк_2025-07-14_5_2_9_c82dbaf3","Альфа-Банк","json","question","Можно ли назвать компонент в реакте с маленькой буквы?","2025-07-14","17:03:07","200","","","","","16","Anastasia"
"Альфа-Банк_2025-07-14_5_2_10_ec34fc0e","Альфа-Банк","json","question","Стандартное поведение формы при сабмите?","2025-07-14","17:03:07","200","","","","","17","Anastasia"
"Альфа-Банк_2025-07-14_5_2_11_c1bbbd81","Альфа-Банк","json","code","const changeCount = () => { setState(state + 1) setState(state + 1) setState(state + 1) setState(state + 1) }","2025-07-14","17:03:07","200","","","","","","Anastasia"
"Альфа-Банк_2025-07-14_5_2_12_fdd77990","Альфа-Банк","json","code","const changeCount = () => { setCount(prev => prev + 1); }","2025-07-14","17:03:07","200","","","","","","Anastasia"
"Альфа-Банк_2025-07-14_5_2_14_48aef1bd","Альфа-Банк","json","code","const changeCount = () => { setCount(prev => prev + 1); };","2025-07-14","17:03:07","200","","","","","","Anastasia"
"Альфа-Банк_2025-07-07_5_3_0_91c48866","Альфа-Банк","json","question","Если указали максимальный z-index, но он не отработал почему?","2025-07-07","02:45:57","","","","","","3","Sodnom Tyksheev"
"Альфа-Банк_2025-07-07_5_3_1_10caaae7","Альфа-Банк","json","question","Как можно добиться того чтоб не ждать загрузки шрифта?","2025-07-07","02:45:57","","","","","","5","Sodnom Tyksheev"
"Альфа-Банк_2025-07-07_5_3_2_e40741cd","Альфа-Банк","json","question","Какая специфичность у * ?","2025-07-07","02:45:57","","","","","","11","Sodnom Tyksheev"
"Альфа-Банк_2025-07-07_5_3_3_663f3517","Альфа-Банк","json","question","Чем отличается useDebounce от trottle","2025-07-07","02:45:57","","","","","","","Sodnom Tyksheev"
"Альфа-Банк_2025-07-07_5_3_4_5dc7b4ad","Альфа-Банк","json","question","Чем отличается flex от grid","2025-07-07","02:45:57","","","","","","","Sodnom Tyksheev"
"Альфа-Банк_2025-07-07_5_3_5_119343e5","Альфа-Банк","json","question","Где мы можем подключить скрипт","2025-07-07","02:45:57","","","","","","","Sodnom Tyksheev"
"Альфа-Банк_2025-07-07_5_3_6_6eef264c","Альфа-Банк","json","question","Как можно оптимизировать загрузку CSS","2025-07-07","02:45:57","","","","","","","Sodnom Tyksheev"
"Альфа-Банк_2025-07-07_5_3_7_aae5fdf1","Альфа-Банк","json","question","Как сделать так чтоб элемент выводился слева или справа а остальные элементы обтекали его(про свойство float)","2025-07-07","02:45:57","","","","","","","Sodnom Tyksheev"
"Альфа-Банк_2025-07-07_5_3_8_0e3b23f3","Альфа-Банк","json","question","Что такое перегрузка функции","2025-07-07","02:45:57","","","","","","","Sodnom Tyksheev"
"Альфа-Банк_2025-07-07_5_3_9_23253f8f","Альфа-Банк","json","task","1. //типизировать объект S const s:SType = { name1: { role: 'user' }, name2: { role: 'admin'}, name3:{ role:'operator' }, name4: { role: 'admin' }, name5: { role: 'user' } } type UserRole = 'user'|'admin'|'operator' type UserObject={role:UserRole} type SType = Record<string,UserObject> // 2. и написать функцию, которая вернёт объект, где ключами будут роли, // а значениями - массив того, что было ключами // (динамически, могут добавляться или удаляться новые роли) // то есть, в данном случае такой ответ будет: // { // ""user"": [""name1"", ""name5""], // ""admin"": [""name2"", ""name4""], // ""operator"": [""name3""] // } function getRoles(s:SType):Record<UserRole,string[]>{ const res:Record<string,string[]> = {} for(const [name,data] of Object.entries(s)){ const role = data.role if(!res[role]){ res[role] = [] } res[role].push(name) } return res } console.log(getRoles(s)) Задача 2: /// Написать полифил reduce Array. prototype. reduce = function(callb,ini","2025-07-07","02:45:57","","","","","","1","Sodnom Tyksheev"
"Альфа-Банк_2025-07-07_5_3_10_f71f791c","Альфа-Банк","json","code","function getRoles(s:SType):Record<UserRole,string[]>{ const res:Record<string,string[]> = {}","2025-07-07","02:45:57","","","","","","","Sodnom Tyksheev"
"Альфа-Банк_2025-07-04_5_4_0_c9159527","Альфа-Банк","json","code","const Form = () => { const [email, setEmail] = React.useState(""""); const [error, setError] = React.useState(""""); const emailRegex = /^[^\\s@]+@[^\\s@]+\\.[^\\s@]+$/; const handleChange = (e: React.ChangeEvent<HTMLInputElement>) => { const val = e.target.value; setEmail(val); if (!emailRegex.test(val)) { setError(""Неверный формат email""); }","2025-07-04","06:55:05","","","","","","","Ruslan"
"Альфа-Банк_2025-06-23_5_5_0_71c1f1e2","Альфа-Банк","json","question","3 функции на рекурсивный вызов в синхронном порядке, через settimeout и promise, что будет с браузером?","2025-06-23","17:25:10","","","","","","4","Василий"
"Альфа-Банк_2025-06-23_5_5_1_1313ec06","Альфа-Банк","json","code","var a = { firstName: 'Bill', lastName: 'Ivanov', sayName: function() { console.log(this.firstName); }","2025-06-23","17:25:10","","","","","","","Василий"
"Альфа-Банк_2025-06-23_5_5_2_ee87ae1e","Альфа-Банк","json","code","const atm = (nominals, amount, limits) => { // 1) Собираем массив { nominal, limit }","2025-06-23","17:25:10","","","","","","","Василий"
"Альфа-Банк_2025-06-23_5_5_3_d345ed1f","Альфа-Банк","json","code","var a = { firstName: 'Bill', lastName: 'Ivanov', sayName: function() { console.log(this.firstName); }, sayLastName: () => { console.log(this.lastName); } }","2025-06-23","17:25:10","","","","","","","Василий"
"Альфа-Банк_2025-06-23_5_5_4_f1d8d96a","Альфа-Банк","json","code","const atm = (nominals, amount, limits) => { // 1) Собираем массив { nominal, limit } и сортируем по убыванию номинала const cash = nominals .map((nominal, i) => ({ nominal, limit: limits[i] || 0 })) .sort((a, b) => b.nominal - a.nominal);","2025-06-23","17:25:10","","","","","","","Василий"
"Альфа-Банк_2025-04-09_5_7_0_22946f36","Альфа-Банк","json","question","Почему использовали socket io","2025-04-09","17:10:28","250","","","","","","Максим Соломыкин"
"Альфа-Банк_2025-04-09_5_7_1_e9ce953b","Альфа-Банк","json","question","Какие были процессы в команде","2025-04-09","17:10:28","250","","","","","","Максим Соломыкин"
"Альфа-Банк_2025-04-07_5_8_0_709b2af2","Альфа-Банк","json","question","Как проводил код-ревью","2025-04-07","12:17:33","250","","","","","","Максим Соломыкин"
"Альфа-Банк_2025-04-07_5_8_1_c4af0b04","Альфа-Банк","json","question","Почему переписывали на TS проект","2025-04-07","12:17:33","250","","","","","","Максим Соломыкин"
"Альфа-Банк_2025-04-07_5_8_2_75196f41","Альфа-Банк","json","question","Какие есть уязвимости в браузере","2025-04-07","12:17:33","250","","","","","","Максим Соломыкин"
"Альфа-Банк_2024-10-02_5_14_0_4dfb3287","Альфа-Банк","json","question","Почему уходишь и какие есть проблемы на текущем проекте","2024-10-02","10:47:12","250","","","","","","аыеъа"
"Альфа-Банк_2024-10-02_5_15_0_fca6bac7","Альфа-Банк","json","code","async function getData(): Promise<DataItem[]> { return new Promise((resolve) => { setTimeout(() => { resolve([ { id: 1, name: ""potato"", category: ""vegetable"" }","2024-10-02","07:35:52","250","","","","","","Stepan Ch."
"Альфа-Банк_2024-10-02_5_15_1_0035bf95","Альфа-Банк","json","code","async function getCategories(): Promise<Category[]> { return new Promise((resolve) => { setTimeout(() => { resolve([ { id: 1, name: ""vegetable"", localized_ru: ""Овощ"", localized_en: ""Vegetable"", }","2024-10-02","07:35:52","250","","","","","","Stepan Ch."
"Альфа-Банк_2024-09-24_5_18_0_e6ee17de","Альфа-Банк","json","question","Какие были конфликты, как их решал (конфликты с беком, бизнесом, командой)","2024-09-24","16:20:10","","","","","","","аыеъа"
"Альфа-Банк_2024-09-24_5_18_1_d189980f","Альфа-Банк","json","question","Как выбирали технологии на проект (Как и кто выбирал, как происходило обсуждение, твоя роль в обсуждении и что ты предлагал, какие были споры)","2024-09-24","16:20:10","","","","","","","аыеъа"
"Альфа-Банк_2024-08-17_5_19_0_3c76d7f2","Альфа-Банк","json","code","async function foo(){ console.log(2); await print(); console.log(3); }","2024-08-17","17:38:04","270","","","","","","Руслан"
"Альфа-Банк_2024-08-17_5_19_2_d690d8e7","Альфа-Банк","json","code","const pleaseReviewMe = (props) => { const [data, setDate] = React.useState(bigComputations(props.argument)); const [items] = useState([{ id: 1 }","2024-08-17","17:38:04","270","","","","","","Руслан"
"Альфа-Банк_2024-08-17_5_19_4_c9eec8e6","Альфа-Банк","json","code","const pleaseReviewMe = (props) => { const [data, setDate] = React.useState(bigComputations(props.argument)); const [items] = useState([{ id: 1 }, { id: 2 }, { id: 3 }]);","2024-08-17","17:38:04","270","","","","","","Руслан"
"Linked Helper_2025-05-09_6_0_0_c19a60ac","Linked Helper","json","question","Как ранее в чате https://t","2025-05-09","06:53:18","","","","","","","Yuri Trondin"
"Linked Helper_2025-05-09_6_0_1_122bc39e","Linked Helper","json","code","function sostavChisla(massivChisel, chislo) { const result = []; function findCombinations(start, currentCombination, currentSum) { if (currentSum === chislo) { result.push([...currentCombination]); return; }","2025-05-09","06:53:18","","","","","","","Yuri Trondin"
"Linked Helper_2025-05-09_6_0_2_74b82d29","Linked Helper","json","code","function sostavChisla(massivChisel, chislo) { const result = []; function findCombinations(start, currentCombination, currentSum) { if (currentSum === chislo) { result.push([...currentCombination]); return; } if (currentSum > chislo) {return} for (let i = start; i < massivChisel.length; i++) { currentCombination.push(massivChisel[i]); findCombinations(i + 1, currentCombination, currentSum + massivChisel[i]); currentCombination.pop(); } } findCombinations(0, [], 0); return result; }","2025-05-09","06:53:18","","","","","","","Yuri Trondin"
"Linked Helper_2025-02-06_6_1_5_b24558ac","Linked Helper","json","task","Реши алгоритм который пройдет все тест кейсы(прошел):","2025-02-06","13:24:38","3500","","","","","","Марк"
"Linked Helper_2025-02-06_6_1_6_81363688","Linked Helper","json","code","function updateProfile(person) { person = { name: 'Peter' }","2025-02-06","13:24:38","3500","","","","","","Марк"
"Linked Helper_2025-02-06_6_1_7_73e213f9","Linked Helper","json","code","function process() { let person = { name: 'Mike' }","2025-02-06","13:24:38","3500","","","","","","Марк"
"Linked Helper_2025-02-06_6_1_8_7e880606","Linked Helper","json","code","function makeGroup() { let people = []; let i = 0; while (i < 100) { let man = function () { alert(i); }","2025-02-06","13:24:38","3500","","","","","","Марк"
"Linked Helper_2025-02-06_6_1_9_766cd57d","Linked Helper","json","code","function Example() { const [count, setCount] = React.useState(0); React.useEffect(() => { const id = setInterval(() => { setCount(count + 1); }","2025-02-06","13:24:38","3500","","","","","","Марк"
"Linked Helper_2025-02-06_6_1_10_27a3a4d4","Linked Helper","json","code","function Example() { const [flag, setFlag] = React.useState(false); React.useEffect(() => { setFlag(true); console.log('effect run'); return () => console.log('effect clean up'); }","2025-02-06","13:24:38","3500","","","","","","Марк"
"Linked Helper_2025-02-06_6_1_11_3eae1be7","Linked Helper","json","code","function sostavChisla(massivChisel, chislo) { const result = []; massivChisel.sort((a, b) => a - b); function findCombinations(currentCombination, remainingSum, startIndex) { if (remainingSum === chislo) { result.push([...currentCombination]); return; }","2025-02-06","13:24:38","3500","","","","","","Марк"
"Linked Helper_2025-02-06_6_1_12_501a4c32","Linked Helper","json","code","function updateProfile(person) { person = { name: 'Peter' }; }","2025-02-06","13:24:38","3500","","","","","","Марк"
"Linked Helper_2025-02-06_6_1_13_428a78a7","Linked Helper","json","code","function process() { let person = { name: 'Mike' }; updateProfile(person); console.log(person); }","2025-02-06","13:24:38","3500","","","","","","Марк"
"Linked Helper_2024-11-25_6_6_0_019abb36","Linked Helper","json","code","function sostavChisla(massivChisel, chislo) { // код писать только внутри данной функции }","2024-11-25","14:13:04","2000","","","","","","George Nizamutdinow"
"Linked Helper_2024-11-25_6_6_1_3a9d7387","Linked Helper","json","code","function compareNumericArrays(arr1, arr2) { if (arr1.length !== arr2.length) { return false; }","2024-11-25","14:13:04","2000","","","","","","George Nizamutdinow"
"Linked Helper_2024-11-25_6_6_2_e58c1d61","Linked Helper","json","code","function compareArraysOfNumericArrays(arr1, arr2) { if (arr1.length !== arr2.length) { return false; }","2024-11-25","14:13:04","2000","","","","","","George Nizamutdinow"
"Linked Helper_2024-11-25_6_6_3_285f4eef","Linked Helper","json","code","function runTests() { const tests = [ { chislo: 5, massivChisel: [8, 2, 3, 4, 6, 7, 1], result: [ [2, 3], [4, 1], ], }","2024-11-25","14:13:04","2000","","","","","","George Nizamutdinow"
"Linked Helper_2024-11-25_6_6_4_5eaef0e1","Linked Helper","json","code","function runTests() { const tests = [ { chislo: 5, massivChisel: [8, 2, 3, 4, 6, 7, 1], result: [ [2, 3], [4, 1], ], }, { chislo: 99, massivChisel: [8, 2, 3, 4, 6, 7, 1], result: [], }, { chislo: 8, massivChisel: [1, 2, 3, 4, 5, 6, 7, 8], result: [[1, 3, 4], [1, 2, 5], [3, 5], [2, 6], [1, 7], [8]], }, { chislo: 8, massivChisel: [7, 8, 3, 4, 5, 6, 1, 2], result: [[1, 3, 4], [1, 2, 5], [3, 5], [2, 6], [1, 7], [8]], }, { chislo: 15, massivChisel: [7, 8, 3, 4, 5, 6, 1, 2], result: [ [1, 2, 3, 4, 5], [2, 3, 4, 6], [1, 3, 5, 6], [4, 5, 6], [1, 3, 4, 7], [1, 2, 5, 7], [3, 5, 7], [2, 6, 7], [1, 2, 4, 8], [3, 4, 8], [2, 5, 8], [1, 6, 8], [7, 8], ], }, ];","2024-11-25","14:13:04","2000","","","","","","George Nizamutdinow"
"Linked Helper_2024-11-19_6_8_0_8fd20563","Linked Helper","json","question","где stats - упорядоченный массив по возрастанию size массив","2024-11-19","13:52:41","","","","","","","Aleksandr"
"Linked Helper_2024-11-19_6_8_1_2e73b164","Linked Helper","json","question","где id - идентификатор рабочего из order, size - выданный ему размер","2024-11-19","13:52:41","","","","","","","Aleksandr"
"Linked Helper_2024-11-19_6_8_2_6a32e69d","Linked Helper","json","code","function processOrder(store, order) { // код писать только внутри данной функции }","2024-11-19","13:52:41","","","","","","","Aleksandr"
"Linked Helper_2024-11-19_6_8_3_caaadd3f","Linked Helper","json","code","function compareNumericArrays(arr1, arr2) { if(arr1.length !== arr2.length) { return null; }","2024-11-19","13:52:41","","","","","","","Aleksandr"
"Linked Helper_2024-11-19_6_8_4_ce095346","Linked Helper","json","code","function compareArraysOfNumericArrays(arr1, arr2) { if(arr1.length !== arr2.length) { return false; }","2024-11-19","13:52:41","","","","","","","Aleksandr"
"Linked Helper_2024-11-19_6_8_5_9b24ff89","Linked Helper","json","code","function compareNumericArrays(arr1, arr2) { if(arr1.length !== arr2.length) { return null; } arr1 = [...arr1].sort(); arr2 = [...arr2].sort(); for(let i=0; i<arr1.length; i++) { if(arr1[i] !== arr2[i]) { return null; } } return true; }","2024-11-19","13:52:41","","","","","","","Aleksandr"
"Linked Helper_2024-11-19_6_8_6_61a6542d","Linked Helper","json","code","function compareArraysOfNumericArrays(arr1, arr2) { if(arr1.length !== arr2.length) { return false; } for(let el1 of arr1) { if(arr2.findIndex(el2 => compareNumericArrays(el1, el2)) < 0) { return false; } } return true; }","2024-11-19","13:52:41","","","","","","","Aleksandr"
"Linked Helper_2024-11-14_6_10_0_8fccc020","Linked Helper","json","code","function processOrder(store, order) { //Тут писать код }","2024-11-14","10:47:15","200","","","","","","twomadd"
"Linked Helper_2024-11-11_6_12_3_fc2370fe","Linked Helper","json","code","function compareNumericArrays(arr1, arr2) { if(arr1.length !== arr2.length) { return false; }","2024-11-11","13:34:32","200","","","","","","twomadd"
"Linked Helper_2024-11-11_6_12_5_6c7bbb38","Linked Helper","json","code","function compareNumericArrays(arr1, arr2) { if(arr1.length !== arr2.length) { return false; } arr1 = [...arr1].sort(); arr2 = [...arr2].sort(); for(let i=0; i<arr1.length; i++) { if(arr1[i] !== arr2[i]) { return false; } } return true; }","2024-11-11","13:34:32","200","","","","","","twomadd"
"Linked Helper_2024-10-31_6_15_0_a4daef9d","Linked Helper","json","question","Почему ушел с последнего места работы","2024-10-31","13:48:25","200","","","","","","twomadd"
"Северсталь_2024-11-20_7_1_0_23194af3","Северсталь","json","code","const isUser = (person: Person): person is User => { return (person as User).permissions !== undefined; }","2024-11-20","07:04:13","200","middle","","","","","Стас Тихомиров"
"Северсталь_2024-11-20_7_1_1_9f568100","Северсталь","json","code","const hasPermission = (namePermission: string, person: Person) => { return isUser(person) && person.permissions.includes(namePermission); }","2024-11-20","07:04:13","200","middle","","","","","Стас Тихомиров"
"Северсталь_2024-11-20_7_1_2_d7ebecfa","Северсталь","json","code","const user: User = { name: 'John', permissions: ['read', 'write'] }","2024-11-20","07:04:13","200","middle","","","","","Стас Тихомиров"
"Северсталь_2024-11-20_7_1_3_806c48d0","Северсталь","json","code","function callFn<T extends { name: string; fn: () => void; [key: string]: any }>(obj: T) { obj.fn(); }","2024-11-20","07:04:13","200","middle","","","","","Стас Тихомиров"
"Северсталь_2024-11-20_7_1_4_616c7d90","Северсталь","json","code","function saveItemToServerApi(value) { return new Promise(resolve => { setTimeout(() => resolve(value), 1000) }","2024-11-20","07:04:13","200","middle","","","","","Стас Тихомиров"
