row_id_1,row_id_2,sim_embed,sim_char,id_1,question_text_1,company_1,date_1,id_2,question_text_2,company_2,date_2
1393,5840,0.9827605485916138,0.9522311017942979,q1,Что такое SOLID-принципы?,Hitch By Red Mad Robot,2024-08-29,q9,Что такое SOLID-принципы,Рв Системс,2025-06-27
1428,1680,0.9827032089233398,0.9360558420739298,q18,Что такое дженерики,Holyweb,2025-03-23,q17,Что такое дженерики?,Irlix,2025-03-03
1428,3695,0.9607385396957397,0.9502113870035136,q18,Что такое дженерики,Holyweb,2025-03-23,q28,Что такое дженерик,Алабуга,2025-05-13
1431,2811,0.9893460273742676,1.0000000000000002,q22,Что такое React Fiber,Holyweb,2025-03-23,q13,Что такое react fiber,Sky Capital,2025-02-20
1431,7867,0.971088171005249,0.9384069091696078,q22,Что такое React Fiber,Holyweb,2025-03-23,q12,Что такое react fiber?,Цифровые Привычки,2025-06-06
1452,8209,0.999565839767456,0.9643279546588331,q1,"Реализуйте функцию getRoute, которая принимает массив объектов с полями from, to и weight, и возвращает массив объектов с полями from, to, weight, где для каждого from указан путь с минимальным весом до to",Hyperus,2024-12-13,q1,"Реализуйте функцию getRoute, которая принимает массив объектов с полями from, to, weight и возвращает массив объектов с полями from, to, weight, где для каждого from указан путь с минимальным весом до to",Яндекс,2025-05-15
1462,1554,0.9893054962158203,0.9070012627168594,q9,Какие способы организации асинхронности знаешь в JS?,iFellow,2025-07-18,q15,Какие способы организации асинхронности знаешь в JavaScript?,iFellow,2025-02-21
1476,1532,0.9882737398147583,0.9969576123477111,q1,"Расскажи о последнем релевантном опыте. Сделать акцент на личных достижениях, знаковых задачах",iFellow,2025-07-09,q1,"Расскажи о последнем релевантном опыте. Сделать акцент на личных достижениях, знаковых задачах.",iFellow,2025-02-25
1488,1562,0.9896048307418823,0.9621529820327887,q1,"Сделать на CSS фигуру: в квадрат вписать четыре треугольника с общей вершиной в центре, используя абсолютное позиционирование и бордеры для создания треугольников",iFellow,2025-07-09,q1,"Реализовать на CSS фигуру: в квадрат вписаны четыре треугольника с общей вершиной в центре, используя абсолютное позиционирование и бордеры для создания треугольников",iFellow,2025-02-21
1489,6289,0.992730975151062,0.9806754345187788,q2,"Объяснить, что будет в консоли и почему при выполнении кода: (function() { var a = b = 3; })(); console.log(typeof a); console.log(typeof b);",iFellow,2025-07-09,q15,Что будет в консоли и почему при выполнении кода: (function() { var a = b = 3; })(); console.log(typeof a); console.log(typeof b);,Сбер,2025-04-15
1489,1563,0.9899722337722778,0.924996718948742,q2,"Объяснить, что будет в консоли и почему при выполнении кода: (function() { var a = b = 3; })(); console.log(typeof a); console.log(typeof b);",iFellow,2025-07-09,q2,Что будет в консоли при выполнении кода: (function(){ var a = b = 3; })(); console.log(typeof a); console.log(typeof b);,iFellow,2025-02-21
1496,6798,0.997861385345459,1.0000000000000009,q4,Зачем нужен key в React,iFellow,2025-05-21,q17,Зачем нужен Key в React,Сбер,2024-07-21
1497,3687,0.9930329918861389,1.0,q1,Что такое Promise,iFellow,2025-04-23,q20,Что такое promise,Алабуга,2025-05-13
1507,6441,0.9992384910583496,1.0,q12,В чем разница между useEffect и useLayoutEffect в React,iFellow,2025-04-23,q8,В чем разница между useLayoutEffect и useEffect в React,Сбер,2024-11-19
1507,3195,0.988860011100769,0.9633102994274209,q12,В чем разница между useEffect и useLayoutEffect в React,iFellow,2025-04-23,q21,Разница между useEffect и useLayoutEffect в React,Tybbo System,2024-11-14
1507,5778,0.9884093999862671,0.990323352856116,q12,В чем разница между useEffect и useLayoutEffect в React,iFellow,2025-04-23,q6,В чем разница между useEffect и useLayoutEffect в React?,Райффайзен,2025-04-03
1507,6599,0.9858509302139282,0.9441661555819404,q12,В чем разница между useEffect и useLayoutEffect в React,iFellow,2025-04-23,q17,В чем разница между useLayoutEffect и useEffect,Сбер,2024-10-18
1507,3866,0.9710832834243774,0.9283691722682058,q12,В чем разница между useEffect и useLayoutEffect в React,iFellow,2025-04-23,q4,В чем разница между useEffect и useLayoutEffect?,Альфа Банк,2025-04-02
1519,4665,0.9790840744972229,0.9500595467228887,q5,Как работает Event-loop,iFellow,2025-04-21,q10,Как работает event-loop?,Иннополис,2025-07-06
1522,2590,0.9919501543045044,0.9999999999999993,q8,Any vs unknown,iFellow,2025-04-21,q17,any vs unknown,R Vision,2024-11-27
1555,3167,0.9838062524795532,0.9822504977285114,q16,Какие способы копирования объекта знаешь?,iFellow,2025-02-21,q12,Какие способы копирования объекта знаешь,Trendtech,2024-07-10
1557,1939,0.9721493721008301,0.9484497938268031,q18,Какое отличие event.target от event.currentTarget?,iFellow,2025-02-21,q8,В чем отличие event.target от event.currentTarget,Kedoo,2025-05-23
1560,6486,0.9865753054618835,0.9843852930425412,q21,Зачем нужен атрибут key в React?,iFellow,2025-02-21,q9,Зачем нужен атрибут key в React,Сбер,2024-11-03
1563,6289,0.9960333108901978,0.9432241151249419,q2,Что будет в консоли при выполнении кода: (function(){ var a = b = 3; })(); console.log(typeof a); console.log(typeof b);,iFellow,2025-02-21,q15,Что будет в консоли и почему при выполнении кода: (function() { var a = b = 3; })(); console.log(typeof a); console.log(typeof b);,Сбер,2025-04-15
1571,4870,0.9925562143325806,1.0000000000000002,q4,Расскажи про Event Loop,iFellow,2025-02-14,q6,Расскажи про event loop,Интерфакс,2025-07-06
1582,1827,0.9840341806411743,0.9796910272881472,q15,Как центрировать блок с помощью CSS?,iFellow,2025-02-14,q8,Как центрировать блок с помощью CSS,Itsports,2024-11-15
1584,2080,0.9846304655075073,0.9865297547353561,q17,Какие методы адаптивной верстки знаешь?,iFellow,2025-02-14,q7,Какие методы адаптивной верстки знаешь,Match,2025-02-26
1620,3532,0.9976509809494019,0.9226670995993127,q4,"Реализуйте функцию parallelLimit, которая принимает массив асинхронных функций и ограничивает количество одновременно выполняемых задач",iFellow,2024-12-17,q2,"Реализуйте функцию parallelLimit, которая принимает массив асинхронных задач и ограничивает количество одновременно выполняемых задач",А2Code,2025-02-11
1658,2768,0.9733384847640991,0.9498534185525309,q2,Что такое virtual dom?,Intelsy,2025-07-04,q2,что такое virtual dom,Selecty,2025-04-04
1658,4034,0.9717614650726318,0.9498534185525309,q2,Что такое virtual dom?,Intelsy,2025-07-04,q7,Что такое Virtual Dom,ГНИВЦ,2025-03-26
1666,5286,0.9767966270446777,0.9675951118729285,q1,На каких проектах работал?,Irlix,2025-03-03,q1,На каких проектах работал,Мегафон,2025-02-25
1675,2413,0.9840577244758606,0.956072639798658,q12,Отличие useEffect от useLayoutEffect,Irlix,2025-03-03,q17,В чем отличие useLayoutEffect от useEffect,Prooftech IT,2025-02-26
1675,2697,0.9672031402587891,0.979292674836703,q12,Отличие useEffect от useLayoutEffect,Irlix,2025-03-03,q3,Отличие useEffect от useLayoutEffect ?,Riverside,2024-11-20
1679,6134,0.9815114736557007,0.9447559424285428,q16,Что такое батчинг?,Irlix,2025-03-03,q25,Что такое батчинг,Ртлабс,2025-02-25
1696,4444,0.9845598340034485,0.9832905443946522,q15,Чем отличается useEffect от useLayoutEffect,IT One,2025-06-27,q14,Чем отличается useEffect от useLayoutEffect?,Дарвин,2024-10-18
1711,1720,0.9990859031677246,0.9561928322108486,q2,"Необходимо преобразовать исходный массив пользователей в структуру, где данные пользователя сгруппированы по одному из полей объекта user (кроме поля id), внутри группы ключами являются id, а значениями объекты пользователя без поля id",IT One,2025-02-03,q2,"Необходимо преобразовать исходный массив пользователей в структуру, где данные сгруппированы по одному из полей объекта user (кроме поля id), внутри группы ключами являются id, а значениями объекты пользователей без поля id",IT One,2025-01-30
1735,4304,0.9836272597312927,1.0,q6,эвент луп,IT One,2024-08-25,q12,Эвент луп,Газпром Нефть,2025-06-06
1739,1743,0.9909793138504028,0.9851325711004518,q4,"Сравните str1 === str2, где str1 = String(123), str2 = new String(123)",IT One,2024-08-17,q9,"Сравните str1 == str2, где str1 = String(123), str2 = new String(123)",IT One,2024-08-17
1742,1744,0.9920839071273804,0.9732664291159105,q7,"Сравните str1 === 123, где str1 = String(123)",IT One,2024-08-17,q10,"Сравните str1 == 123, где str1 = String(123)",IT One,2024-08-17
1759,3360,0.985849142074585,0.9563341860324405,q3,В чем разница между type и interface в TypeScript,IT One,2024-08-17,q5,Разница между type и interface в TypeScript,Vk Инфраструктура,2025-04-16
1759,4993,0.9835585951805115,0.9563341860324405,q3,В чем разница между type и interface в TypeScript,IT One,2024-08-17,q6,Разница между Type и Interface в TypeScript,Код Безопасности,2024-09-26
1759,5802,0.983372688293457,0.9563341860324405,q3,В чем разница между type и interface в TypeScript,IT One,2024-08-17,q14,Разница между type и interface в typescript,Райффайзен,2024-10-10
1800,2613,0.9969791173934937,0.9195618899299933,q10,Расскажите про утилити типы в TypeScript,IT One,2024-01-22,q16,Расскажи про утилити типы в TypeScript,R Vision,2024-11-26
1820,3030,0.9772236943244934,0.9774183612040838,q1,Как были выстроены процессы в команде,Itsports,2024-11-15,q4,как были выстроены процессы в команде?,Solar,2024-10-25
1821,7816,0.990633487701416,0.9858212188061308,q2,Как происходила оценка задач,Itsports,2024-11-15,q2,Как происходила оценка задачи,Цб Рф,2024-11-20
1821,4061,0.9750548601150513,0.9621378180128833,q2,Как происходила оценка задач,Itsports,2024-11-15,q6,Как происходила оценка задач?,Армо Системы,2024-10-25
1889,7597,0.9977535605430603,1.0000000000000002,q21,Что такое мемоизация?,Jsa Group,2024-12-11,q6,что такое мемоизация?,Точка Банк,2024-06-18
1889,5115,0.983420193195343,0.9395181370104029,q21,Что такое мемоизация?,Jsa Group,2024-12-11,q27,Что такое мемоизация,Ланит Би Пи Эм,2025-04-14
1933,6947,0.9926692247390747,0.9357480910944721,q2,Работал ли с CI/CD,Kedoo,2025-05-23,q13,Работал ли с CI/CD?,Северсталь,2024-07-15
1965,7547,0.9698184728622437,0.9306563018828286,q11,Объясните основные принципы работы Redux,Kvando,2025-01-31,q3,Объясните основные принципы работы React,Технологии Доверия,2024-05-14
2010,7142,0.998558521270752,1.0000000000000002,q4,Как работает EventLoop,LegalTech,2025-06-12,q19,Как работает eventLoop,Согаз,2024-12-06
2010,8365,0.9839569330215454,1.0000000000000002,q4,Как работает EventLoop,LegalTech,2025-06-12,q4,как работает eventloop,Яндекс,2025-01-30
2020,2035,0.9997780323028564,0.9883637867108352,q1,"Написать функцию sostavChisla(massivChisel: number[], chislo: number), которая находит все возможные уникальные комбинации чисел из massivChisel, сумма которых равна chislo, при условии, что massivChisel содержит только уникальные положительные числа, в комбинации не должно быть повторений чисел, все комбинации должны быть уникальными",Linked Helper,2025-05-09,q1,"Написать функцию sostavChisla(massivChisel: number[], chislo: number), которая находит все возможные уникальные комбинации чисел из massivChisel, сумма которых равна chislo, при условии что massivChisel содержит только уникальные положительные числа, в комбинации не должно быть повторений чисел, и все комбинации должны быть уникальными",Linked Helper,2024-11-25
2020,2028,0.9997555017471313,0.9939295765022785,q1,"Написать функцию sostavChisla(massivChisel: number[], chislo: number), которая находит все возможные уникальные комбинации чисел из massivChisel, сумма которых равна chislo, при условии, что massivChisel содержит только уникальные положительные числа, в комбинации не должно быть повторений чисел, все комбинации должны быть уникальными",Linked Helper,2025-05-09,q1,"Написать функцию sostavChisla(massivChisel: number[], chislo: number), которая находит все возможные уникальные комбинации чисел из massivChisel, сумма которых равна chislo, при условии что massivChisel содержит только уникальные положительные числа, в комбинации не должно быть повторений чисел, все комбинации должны быть уникальными",Linked Helper,2025-02-04
2020,2027,0.9941489696502686,0.9261850363461512,q1,"Написать функцию sostavChisla(massivChisel: number[], chislo: number), которая находит все возможные уникальные комбинации чисел из massivChisel, сумма которых равна chislo, при условии, что massivChisel содержит только уникальные положительные числа, в комбинации не должно быть повторений чисел, все комбинации должны быть уникальными",Linked Helper,2025-05-09,q6,"Написать функцию sostavChisla(massivChisel: number[], chislo: number), которая находит все уникальные комбинации чисел из massivChisel, сумма которых равна chislo, при условии что massivChisel содержит уникальные положительные числа, в комбинациях нет повторений чисел, и все комбинации уникальны.",Linked Helper,2025-02-06
2027,2035,0.9935663938522339,0.9383146378934618,q6,"Написать функцию sostavChisla(massivChisel: number[], chislo: number), которая находит все уникальные комбинации чисел из massivChisel, сумма которых равна chislo, при условии что massivChisel содержит уникальные положительные числа, в комбинациях нет повторений чисел, и все комбинации уникальны.",Linked Helper,2025-02-06,q1,"Написать функцию sostavChisla(massivChisel: number[], chislo: number), которая находит все возможные уникальные комбинации чисел из massivChisel, сумма которых равна chislo, при условии что massivChisel содержит только уникальные положительные числа, в комбинации не должно быть повторений чисел, и все комбинации должны быть уникальными",Linked Helper,2024-11-25
2027,2028,0.9931426048278809,0.9324602033369388,q6,"Написать функцию sostavChisla(massivChisel: number[], chislo: number), которая находит все уникальные комбинации чисел из massivChisel, сумма которых равна chislo, при условии что massivChisel содержит уникальные положительные числа, в комбинациях нет повторений чисел, и все комбинации уникальны.",Linked Helper,2025-02-06,q1,"Написать функцию sostavChisla(massivChisel: number[], chislo: number), которая находит все возможные уникальные комбинации чисел из massivChisel, сумма которых равна chislo, при условии что massivChisel содержит только уникальные положительные числа, в комбинации не должно быть повторений чисел, все комбинации должны быть уникальными",Linked Helper,2025-02-04
2028,2035,0.9999464750289917,0.9944361857640356,q1,"Написать функцию sostavChisla(massivChisel: number[], chislo: number), которая находит все возможные уникальные комбинации чисел из massivChisel, сумма которых равна chislo, при условии что massivChisel содержит только уникальные положительные числа, в комбинации не должно быть повторений чисел, все комбинации должны быть уникальными",Linked Helper,2025-02-04,q1,"Написать функцию sostavChisla(massivChisel: number[], chislo: number), которая находит все возможные уникальные комбинации чисел из massivChisel, сумма которых равна chislo, при условии что massivChisel содержит только уникальные положительные числа, в комбинации не должно быть повторений чисел, и все комбинации должны быть уникальными",Linked Helper,2024-11-25
2065,5782,0.9955604076385498,1.0,q8,Что такое Middleware в Redux?,Luxsoft,2024-08-08,q10,Что такое middleware в Redux?,Райффайзен,2025-04-03
2081,3040,0.9503016471862793,1.0000000000000002,q8,CORS,Match,2025-02-26,q15,cors,Solar,2024-10-25
2121,2548,0.9804968237876892,0.9252688461760373,q3,Какая разница между display: none и visibility: hidden?,MinervaSOFT,2024-11-24,q12,В чем разница между display: none и visibility: hidden,Queen Games,2025-03-14
2186,4442,0.9853932857513428,0.9999999999999998,q12,Что такое reconciliation?,Mozen,2024-06-25,q12,Что такое Reconciliation?,Дарвин,2024-10-18
2187,7270,0.9869049787521362,0.964645609281622,q13,Что такое key в React?,Mozen,2024-06-25,q5,Что такое key в React,СтилСофт,2025-07-08
2221,7879,0.9881617426872253,0.9655955081197868,q3,С каким стеком работал,Nexign,2025-06-20,q3,с каким стеком работал?,Чатап,2025-05-26
2253,5487,0.9629788398742676,0.9139354137839197,q4,Объясните специфичность селекторов,Noname,2025-03-18,q15,Объясните специфичность селекторов в CSS,Онлайн Решения,2025-05-22
2261,5989,0.9795083999633789,0.9449735233946226,q4,Как развиваешься?,Orionpro,2024-11-29,q3,Как развиваешься,Ротек,2024-11-11
2265,3166,0.9879378080368042,0.95914070122141,q2,Какие тесты писали,Perfect Panel,2024-11-12,q11,Какие тесты писал,Trendtech,2024-07-10
2266,2778,0.9978679418563843,1.0000000000000002,q3,Что такое вебсокеты,Perfect Panel,2024-11-12,q12,что такое вебсокеты,Selecty,2025-04-04
2271,6770,0.9675829410552979,0.9073986728762649,q10,"Разница между var, let и const",Perfect Panel,2024-11-12,q10,"В чем разница между var, let и const?",Сбер,2024-07-24
2306,3129,0.9912455081939697,1.0000000000000002,q13,Минусы redux,Polydev,2025-02-07,q25,Минусы Redux,Tecius,2024-07-16
2330,3046,0.98907470703125,0.9440593794536803,q6,Какие хуки использовал?,Premium IT Solution,2024-07-11,q1,Какие хуки использовал,Spacebit,2024-07-10
2333,5836,0.9864846467971802,0.9743545940589494,q9,Что такое порталы в React?,Premium IT Solution,2024-07-11,q4,Что такое порталы в React,Рв Системс,2025-06-27
2351,7933,0.9953111410140991,1.0,q1,Расскажи про себя,Prooftech IT,2025-03-05,q1,расскажи про себя,Юспи Групп,2024-11-12
2353,6997,0.9964519739151001,1.0000000000000002,q3,Почему ищешь работу,Prooftech IT,2025-03-05,q1,почему ищешь работу,Сигнал,2025-03-11
2354,6848,0.9669082760810852,1.0,q4,Типы данных,Prooftech IT,2025-03-05,q2,типы данных,Сбер,2024-06-19
2355,6357,0.9908191561698914,0.9569306674988577,q5,В чем разница между == и ===,Prooftech IT,2025-03-05,q9,В чем разница между == и ===?,Сбер,2025-02-12
2357,5284,0.9893918633460999,0.9690507590465388,q7,"В чем разница между let, var и const",Prooftech IT,2025-03-05,q7,"В чем разница между let, var и const?",Мегаплан,2025-02-25
2374,2662,0.9958380460739136,0.9999999999999993,q12,Как работает event loop?,Prooftech IT,2025-03-03,q2,Как работает Event Loop?,Right Line,2024-07-01
2374,6783,0.9756059646606445,0.9475042150111291,q12,Как работает event loop?,Prooftech IT,2025-03-03,q3,Как работает event loop,Сбер,2024-07-24
2404,3535,0.9976193904876709,1.0000000000000002,q7,Что такое промисы,Prooftech IT,2025-02-26,q3,что такое промисы,Аv.By,2025-06-02
2409,4989,0.9959805607795715,1.0000000000000002,q13,Что такое Type Guards в TypeScript,Prooftech IT,2025-02-26,q11,Что такое type guards в TypeScript,Код Безопасности,2024-10-11
2409,4994,0.9743356704711914,0.9053160117200247,q13,Что такое Type Guards в TypeScript,Prooftech IT,2025-02-26,q7,Type Guards в TypeScript,Код Безопасности,2024-09-26
2410,2726,0.990615725517273,0.9878218847923196,q14,В чем отличие interface от type в TypeScript,Prooftech IT,2025-02-26,q10,В чем отличие interface от type в TypeScript?,RTSoft,2025-06-06
2462,4777,0.9836882948875427,0.9881379619684966,q8,Что такое лексическое окружение в JavaScript,Pyrus,2025-05-18,q8,Что такое лексическое окружение в JavaScript?,Иннотех,2024-08-22
2593,3170,0.9905680418014526,1.0000000000000002,q20,Utility Types,R Vision,2024-11-27,q15,Utility types,Trendtech,2024-07-10
2609,7667,0.9925028085708618,1.0,q12,Расскажи про EventLoop,R Vision,2024-11-26,q1,Расскажи про eventloop,Урбантех,2024-07-13
2609,3370,0.9891428351402283,1.0,q12,Расскажи про EventLoop,R Vision,2024-11-26,q6,Расскажи про EventLoop.,Wanted,2024-09-27
2614,7788,0.9612518548965454,0.9404159684599999,q17,Отличие any от unknown в TypeScript,R Vision,2024-11-26,q8,В чем отличие any от unknown в TypeScript?,Финуслуги,2025-07-10
2626,4850,0.9993399977684021,0.9138745883019492,q4,"Реализуйте функцию parallelLimit, которая выполняет несколько асинхронных задач с ограничением по количеству одновременно выполняемых",Radium Finance,2024-12-17,q2,"Реализуйте функцию parallelLimit, которая выполняет несколько асинхронных задач с ограничением на количество одновременно выполняемых",Иннотех,2024-04-16
2662,6783,0.9709476828575134,0.9475042150111291,q2,Как работает Event Loop?,Right Line,2024-07-01,q3,Как работает event loop,Сбер,2024-07-24
2698,6134,0.979367733001709,0.9459324307551001,q4,Что такое батчинг ?,Riverside,2024-11-20,q25,Что такое батчинг,Ртлабс,2025-02-25
2727,3877,0.9836764335632324,0.9033069548189073,q11,"В чем разница между Utility types Pick, Omit и Exclude в TypeScript?",RTSoft,2025-06-06,q15,В чем разница между utility types omit и exclude в TypeScript?,Альфа Банк,2025-04-02
2735,3004,0.9598194360733032,0.9677323723784343,q1,Что такое generic?,Rusjet,2024-07-08,q13,Что такое Generic,Soft Media Group,2025-01-31
2768,4034,0.9910593628883362,1.0,q2,что такое virtual dom,Selecty,2025-04-04,q7,Что такое Virtual Dom,ГНИВЦ,2025-03-26
2774,3308,0.9778355360031128,1.0,q8,что такое rest api,Selecty,2025-04-04,q3,Что такое REST API,VegaSoft,2025-07-07
2792,2795,0.9959086179733276,0.9494643162795372,q1,"Given a string s, find the first non-repeating character in the entire string and return its index. If it does not exist, return -1",Signal,2025-03-04,q1,"Given a string s, find the first non-repeating character in it and return its index. If it does not exist, return -1",Signal,2024-04-05
2805,4753,0.995951771736145,0.9999999999999999,q7,Что такое Critical rendering path,Sky Capital,2025-02-20,q4,Что такое critical rendering path,Иннотех,2024-09-05
2805,5678,0.9506628513336182,0.9021455873883607,q7,Что такое Critical rendering path,Sky Capital,2025-02-20,q1,critical rendering path,Поле.рф,2024-09-15
2809,6727,0.9982398152351379,1.0000000000000002,q11,Что такое event loop,Sky Capital,2025-02-20,q3,Что такое Event loop,Сбер,2024-07-24
2811,7867,0.9830303192138672,0.9384069091696078,q13,Что такое react fiber,Sky Capital,2025-02-20,q12,Что такое react fiber?,Цифровые Привычки,2025-06-06
2831,3672,0.9901463985443115,1.0,q5,Что такое DOM,Sl Soft,2024-10-31,q2,Что такое dom,Алабуга,2025-05-13
2898,7476,0.9540839195251465,0.9381220398601616,q1,Отличия http от https,Sminex,2025-07-04,q7,В чем отличия HTTP от HTTPS,Теле2,2024-06-12
2941,6517,0.9905647039413452,0.938488824982989,q29,Работал ли с GraphQL?,SoftJet,2024-05-24,q16,Работал ли с GraphQL,Сбер,2024-10-23
2941,6880,0.988018274307251,1.0000000000000002,q29,Работал ли с GraphQL?,SoftJet,2024-05-24,q1,Работал ли с graphql?,Северсталь,2025-06-11
2951,3481,0.9895826578140259,0.9501714948994848,q40,Настраивал ли CI/CD?,SoftJet,2024-05-24,q12,Настраивал ли CI/CD,X Keeper,2024-06-04
2980,2981,0.9709190130233765,0.9003859340721057,q22,"Вызывается ли функция, если мы обернем её в useCallback",Softnetix,2024-02-19,q23,"Вызывается ли функция, если мы обернем её в useMemo",Softnetix,2024-02-19
2995,4230,0.975997805595398,1.0,q4,Promise,Soft Media Group,2025-01-31,q7,promise,Вендорteamf,2025-02-07
3002,3800,0.9930433034896851,0.931985016909407,q11,Какие Utility types знаете,Soft Media Group,2025-01-31,q16,Какие utility types знаешь,Альфа Банк,2025-07-07
3035,3993,0.9925245642662048,1.0,q9,расскажи про хуки,Solar,2024-10-25,q7,Расскажи про хуки,Антара,2024-09-26
3039,6120,0.9800220131874084,0.9999999999999999,q14,методы http запросов,Solar,2024-10-25,q8,Методы HTTP запросов,Ртлабс,2025-02-25
3116,8013,0.9857052564620972,0.973414307192527,q12,Что такое промисы в JavaScript,Tecius,2024-07-16,q4,Что такое промисы в JavaScript?,Яндекс,2025-07-01
3118,4014,0.9844881892204285,0.9775439625329456,q14,Что такое дженерики в TypeScript,Tecius,2024-07-16,q6,Что такое дженерики в TypeScript?,Антара,2024-09-18
3166,4550,0.9861553907394409,0.9376443749589032,q11,Какие тесты писал,Trendtech,2024-07-10,q13,Какие тесты писал?,Домклик,2025-07-04
3195,6441,0.9886668920516968,0.9633102994274209,q21,Разница между useEffect и useLayoutEffect в React,Tybbo System,2024-11-14,q8,В чем разница между useLayoutEffect и useEffect в React,Сбер,2024-11-19
3195,5778,0.9764559268951416,0.9539886855697935,q21,Разница между useEffect и useLayoutEffect в React,Tybbo System,2024-11-14,q6,В чем разница между useEffect и useLayoutEffect в React?,Райффайзен,2025-04-03
3311,6909,0.9933484792709351,0.9520743641012218,q6,Расскажи про WebSocket,VegaSoft,2025-07-07,q3,Расскажи про WebSockets,Северсталь,2024-10-20
3360,4993,0.9975730180740356,1.0,q5,Разница между type и interface в TypeScript,Vk Инфраструктура,2025-04-16,q6,Разница между Type и Interface в TypeScript,Код Безопасности,2024-09-26
3360,5802,0.9970622062683105,1.0,q5,Разница между type и interface в TypeScript,Vk Инфраструктура,2025-04-16,q14,Разница между type и interface в typescript,Райффайзен,2024-10-10
3370,7667,0.9813956022262573,1.0,q6,Расскажи про EventLoop.,Wanted,2024-09-27,q1,Расскажи про eventloop,Урбантех,2024-07-13
3461,4850,0.9945124387741089,0.9132519419329131,q5,"Реализуйте функцию parallelLimit, которая запускает несколько асинхронных задач с ограничением на количество одновременно выполняемых",Wildberries,2024-10-30,q2,"Реализуйте функцию parallelLimit, которая выполняет несколько асинхронных задач с ограничением на количество одновременно выполняемых",Иннотех,2024-04-16
3517,7557,0.9892212152481079,0.9774841436571667,q15,Что такое промисы и как с ними работать?,Zero Agency,2025-06-01,q14,Что такое промисы и как с ними работать,Технологии Доверия,2024-05-14
3524,6372,0.990756630897522,1.0000000000000002,q2,Как работает redux?,Zoftify,2024-06-17,q10,Как работает Redux?,Сбер,2025-01-31
3524,4317,0.9661954641342163,0.9263463487898111,q2,Как работает redux?,Zoftify,2024-06-17,q25,Как работает Redux,Газпром Нефть,2025-06-06
3526,4255,0.9900481700897217,0.9882471894531702,q4,В чем разница между interface и type в TypeScript?,Zoftify,2024-06-17,q1,В чем разница между interface и type в TypeScript,Восточная Горнорудная,2024-01-18
3531,5494,0.9963861107826233,0.9372946561825237,q1,"Реализуйте функцию getRoute, которая принимает массив точек и возвращает маршрут с минимальной суммарной длиной пути",А2Code,2025-02-11,q1,"Реализуйте функцию getRoute, которая принимает массив точек и возвращает оптимальный маршрут с минимальной суммарной длиной пути",Онлайн Школа-Тетрика,2024-10-30
3532,5495,0.9976330995559692,0.9214613397576095,q2,"Реализуйте функцию parallelLimit, которая принимает массив асинхронных задач и ограничивает количество одновременно выполняемых задач",А2Code,2025-02-11,q2,"Реализуйте функцию parallelLimit, которая принимает массив асинхронных задач и ограничивает количество одновременно выполняемых задач заданным лимитом",Онлайн Школа-Тетрика,2024-10-30
3533,5987,0.9953051209449768,1.0000000000000002,q1,расскажите о себе,Аv.By,2025-06-02,q1,Расскажите о себе,Ротек,2024-11-11
3537,5509,0.9959650039672852,1.0,q5,что такое eventLoop,Аv.By,2025-06-02,q7,Что такое EventLoop,Ооо Мобайлдевелопмент,2024-10-24
3581,5019,0.9873474836349487,0.965986081479445,q8,Что такое CORS и как он работает,Аг Логистика,2024-11-17,q11,Что такое CORS и как он работает?,Компания Sapiens Solution,2025-01-27
3684,4958,0.9607785940170288,0.9371837053811773,q15,Разница между null и undefined,Алабуга,2025-05-13,q5,В чем разница между null и undefined?,Киберлаб,2024-08-16
3700,3711,0.9662929773330688,0.9796139479294488,q5,Отличие useEffect и useLayoutEffect,Алабуга,2024-10-20,q6,Отличие useEffect и useLayoutEffect?,Алабуга,2024-09-13
3709,5863,0.9726933240890503,0.9405831377980864,q3,Что такое Web workers?,Алабуга,2024-09-13,q3,Что такое Web Workers,Редсофт,2024-12-09
3710,5298,0.9823530912399292,0.9377815823597393,q4,Работал ли с websockets?,Алабуга,2024-09-13,q4,Работал ли с Websocket,Мегафон,2024-09-02
3754,3786,0.9634003043174744,0.9427234593554474,q4,"Реализовать React-хук useFirstRender, который возвращает true при первом рендере компонента и false при последующих",Альфа Банк,2025-07-16,q3,"Реализовать хук useFirstRender, который возвращает true при первом рендере компонента и false при последующих",Альфа Банк,2025-07-14
3764,4469,0.992882251739502,0.9709730832603413,q9,Был ли опыт с микрофронтами?,Альфа Банк,2025-07-16,q3,Был ли опыт с микрофронтами,Дом.Рф,2025-07-17
3786,3940,0.9880266785621643,0.9419259883214531,q3,"Реализовать хук useFirstRender, который возвращает true при первом рендере компонента и false при последующих",Альфа Банк,2025-07-14,q3,"Реализовать хук useFirstRender, который возвращает true при первом рендере и false при последующих",Альфа Банк,2024-08-17
3797,5504,0.9873557686805725,0.9678386550369851,q12,Разница между блочными и строчными элементами,Альфа Банк,2025-07-07,q1,В чем разница между блочными и строчными элементами,Ооо Мобайлдевелопмент,2024-10-24
3817,4079,0.98309326171875,0.9851702240199339,q15,Что провоцирует ререндер в React?,Альфа Банк,2025-07-04,q12,Что провоцирует ререндер в React,Армо Системы,2024-10-25
3866,6599,0.9877691268920898,0.9832688523938897,q4,В чем разница между useEffect и useLayoutEffect?,Альфа Банк,2025-04-02,q17,В чем разница между useLayoutEffect и useEffect,Сбер,2024-10-18
