company,rank,cluster_id,cluster_label,count,share
Редсофт,1.0,9,9: сложности алгоритмов / typescript замыкание / react преимущества,21,1.0
Ренессанс Страхование,1.0,9,9: сложности алгоритмов / typescript замыкание / react преимущества,10,1.0
Рокет Тех,1.0,9,9: сложности алгоритмов / typescript замыкание / react преимущества,12,1.0
Росбанк,1.0,9,9: сложности алгоритмов / typescript замыкание / react преимущества,20,1.0
Росгосстрах,1.0,9,9: сложности алгоритмов / typescript замыкание / react преимущества,7,1.0
Российский Университет Дружбы Народов,1.0,9,9: сложности алгоритмов / typescript замыкание / react преимущества,8,1.0
Ростелеком Ит,1.0,9,9: сложности алгоритмов / typescript замыкание / react преимущества,16,1.0
Ростелком Ит,1.0,9,9: сложности алгоритмов / typescript замыкание / react преимущества,2,1.0
Ротек,1.0,9,9: сложности алгоритмов / typescript замыкание / react преимущества,10,1.0
Рсхб - Отд.Корп.Аналитики,1.0,9,9: сложности алгоритмов / typescript замыкание / react преимущества,3,1.0
Ртк,1.0,9,9: сложности алгоритмов / typescript замыкание / react преимущества,29,1.0
Ртлабс,1.0,9,9: сложности алгоритмов / typescript замыкание / react преимущества,21,1.0
Рунити,1.0,9,9: сложности алгоритмов / typescript замыкание / react преимущества,11,1.0
СЗ РЦАИ,1.0,9,9: сложности алгоритмов / typescript замыкание / react преимущества,9,1.0
Сапкод,1.0,9,9: сложности алгоритмов / typescript замыкание / react преимущества,2,1.0
Сател,1.0,9,9: сложности алгоритмов / typescript замыкание / react преимущества,5,1.0
Сбер,1.0,9,9: сложности алгоритмов / typescript замыкание / react преимущества,544,1.0
Северсталь,1.0,9,9: сложности алгоритмов / typescript замыкание / react преимущества,65,1.0
Сибентек,1.0,9,9: сложности алгоритмов / typescript замыкание / react преимущества,5,1.0
Сибинтек,1.0,9,9: сложности алгоритмов / typescript замыкание / react преимущества,8,1.0
Сибур,1.0,9,9: сложности алгоритмов / typescript замыкание / react преимущества,2,1.0
Сигнал,1.0,9,9: сложности алгоритмов / typescript замыкание / react преимущества,8,1.0
Синхро,1.0,9,9: сложности алгоритмов / typescript замыкание / react преимущества,9,1.0
Снэп Айти,1.0,9,9: сложности алгоритмов / typescript замыкание / react преимущества,3,1.0
Совкомбанк,1.0,9,9: сложности алгоритмов / typescript замыкание / react преимущества,48,1.0
Согаз,1.0,9,9: сложности алгоритмов / typescript замыкание / react преимущества,49,1.0
Сошиал Системс,1.0,9,9: сложности алгоритмов / typescript замыкание / react преимущества,4,1.0
Спортс,1.0,9,9: сложности алгоритмов / typescript замыкание / react преимущества,23,1.0
Спринтерра,1.0,9,9: сложности алгоритмов / typescript замыкание / react преимущества,20,1.0
Спросиврача,1.0,9,9: сложности алгоритмов / typescript замыкание / react преимущества,20,1.0
Сравни,1.0,9,9: сложности алгоритмов / typescript замыкание / react преимущества,21,1.0
Стеллар,1.0,9,9: сложности алгоритмов / typescript замыкание / react преимущества,6,1.0
СтилСофт,1.0,9,9: сложности алгоритмов / typescript замыкание / react преимущества,6,1.0
Стрим Лабс,1.0,9,9: сложности алгоритмов / typescript замыкание / react преимущества,1,1.0
Студия,1.0,9,9: сложности алгоритмов / typescript замыкание / react преимущества,8,1.0
Сфера,1.0,9,9: сложности алгоритмов / typescript замыкание / react преимущества,7,1.0
Т Банк,1.0,9,9: сложности алгоритмов / typescript замыкание / react преимущества,135,1.0
Теле2,1.0,9,9: сложности алгоритмов / typescript замыкание / react преимущества,26,1.0
Тензор,1.0,9,9: сложности алгоритмов / typescript замыкание / react преимущества,11,1.0
Тетрика Онлайн Школа,1.0,9,9: сложности алгоритмов / typescript замыкание / react преимущества,3,1.0
Тех Тпп Лаб,1.0,9,9: сложности алгоритмов / typescript замыкание / react преимущества,12,1.0
Технократия,1.0,9,9: сложности алгоритмов / typescript замыкание / react преимущества,2,1.0
Технологии Доверия,1.0,9,9: сложности алгоритмов / typescript замыкание / react преимущества,23,1.0
Топ Системы,1.0,9,9: сложности алгоритмов / typescript замыкание / react преимущества,8,1.0
Точка Банк,1.0,9,9: сложности алгоритмов / typescript замыкание / react преимущества,46,1.0
Транснефть,1.0,9,9: сложности алгоритмов / typescript замыкание / react преимущества,15,1.0
Триафлай,1.0,9,9: сложности алгоритмов / typescript замыкание / react преимущества,6,1.0
Умный Сервис,1.0,9,9: сложности алгоритмов / typescript замыкание / react преимущества,6,1.0
Урбантех,1.0,9,9: сложности алгоритмов / typescript замыкание / react преимущества,3,1.0
Учи.ру,1.0,9,9: сложности алгоритмов / typescript замыкание / react преимущества,12,1.0
ФАККТ,1.0,9,9: сложности алгоритмов / typescript замыкание / react преимущества,27,1.0
ФГАОУ ВО МИИТ,1.0,9,9: сложности алгоритмов / typescript замыкание / react преимущества,7,1.0
Фалт Системс,1.0,9,9: сложности алгоритмов / typescript замыкание / react преимущества,8,1.0
Финам,1.0,9,9: сложности алгоритмов / typescript замыкание / react преимущества,22,1.0
Финуслуги,1.0,9,9: сложности алгоритмов / typescript замыкание / react преимущества,29,1.0
Харош,1.0,9,9: сложности алгоритмов / typescript замыкание / react преимущества,1,1.0
Цб Рф,1.0,9,9: сложности алгоритмов / typescript замыкание / react преимущества,12,1.0
Цезио,1.0,9,9: сложности алгоритмов / typescript замыкание / react преимущества,3,1.0
Центр Авиа,1.0,9,9: сложности алгоритмов / typescript замыкание / react преимущества,9,1.0
Центральный Банк Рф,1.0,9,9: сложности алгоритмов / typescript замыкание / react преимущества,13,1.0
Цифровые Привычки,1.0,9,9: сложности алгоритмов / typescript замыкание / react преимущества,17,1.0
Чатап,1.0,9,9: сложности алгоритмов / typescript замыкание / react преимущества,3,1.0
Честный Знак,1.0,9,9: сложности алгоритмов / typescript замыкание / react преимущества,3,1.0
ЭД Айти,1.0,9,9: сложности алгоритмов / typescript замыкание / react преимущества,7,1.0
Элвис,1.0,9,9: сложности алгоритмов / typescript замыкание / react преимущества,2,1.0
Эремейч Рус,1.0,9,9: сложности алгоритмов / typescript замыкание / react преимущества,18,1.0
Юспи Групп,1.0,9,9: сложности алгоритмов / typescript замыкание / react преимущества,21,1.0
Яндекс,1.0,9,9: сложности алгоритмов / typescript замыкание / react преимущества,468,1.0
