id,date,text,from_id,from_username,reply_to_msg_id,topic_id
145263,2025-06-28T18:41:24+00:00,"Altenar
ЗП: от 200

Как распределялись задачи на спринт?
Как внутри команды договаривались о внедрении новой технологии/библиотеки?
Были ли моменты когда твоё решение или решение команды не нравилось (про внедрение технологий), как решали?
Какой у тебя был уровень в команде?

Какие есть подходы управления состоянием в реакте, в каких случаях лучше использовать?
Чем отличается концепция Redux и MobX?
Как бы ты организовывал работу с большим стором?(слайсы)
Как работают слайсы, могут ли они общаться друг с другом?
Можем ли мы как-то передать информацию между слайсами?
Как создать несколько инстансов одного стора, чтобы изолировать? (засунуть в контекст)

Задачи были по typescript и рефактор react-приложения:
https://clck.ru/3MqWt2
https://clck.ru/3MqWtt",475948074,crystalik2,489,489
145258,2025-06-28T11:49:16+00:00,"Издательство Национальное Образование
React native
Зп 250к

Легкий собес был. Спрашивали за опыт, можно просто по легенде пройтись. Спрашивали по жизни, что тебе нравится. За математику разговаривали. Спрашивал объясни простому человеку, как работает стейт менеджер))) Он ничего не понял, потом в техническом плане спросил как работает. 
Потом спросил про паттерны проектирования(синглтон, observer, builder, decorator, фасад)
И про паттерны программирования (dry, kiss, yagni, solid)",5488657646,Bulye1,489,489
145253,2025-06-28T07:46:58+00:00,"Сириус Групп / Sirius Group

Плюсы и минусы фреймворков (у них свой)
Простые и сложные запросы 
Eventloop
Промисы
Долгие запросы - крутилка vs скелетон
Solid kiss dry yagni
Mvvm mvp mvc
Хойстинг
Проблема глобальных переменных при тестировании 
Стэйт менеджеры
Shadow dom
Где ведёте задачи? Где для себя помечаешь?
Git vs mercurical
Что такое ветка в Гите и зачем оно надо?
Merge vs rebase
Docker
Какие материалы по фронту смотришь изучаешь
Как решаешь спорные ситуации были ли случаи?

Задача на обход дерева.",1613126179,budkakdomaputnic,489,489
145224,2025-06-27T19:39:08+00:00,"LegalTech
ЗП не обсуждали
Вакансия: https://hh.ru/vacancy/120924464
Вопросы: очень кратко по опыту
Задача 1
``` ""aaabc"" -> ""a"" вернуть букву которая больше всего повторяется```
доп условие:
```""bac"" -> ""a"" нужно, чтобы выводилась буква, которая наиболее близка к началу алфавита```
доп задача:
оценить сложность алгоритма
Решение после всех доп условий:
``` function letterCounter (str) { // O(nLogn)
  const hash = {}
  let letter = ''
  let maxNumber = 0
  const keys = Object.keys(hash).sort() // O(nLogn)
  for (const el of str) { // O(n)
    hash[el] ? hash[el] += 1 : hash[el] = 1
    if (hash[el] === maxNumber) {
      letter = keys[0]
    }

    if (hash[el] > maxNumber ) {
      maxNumber = hash[el]
      letter = el
    }
  }
  return letter
}```
Задача 2
``` // Нам нужно реализовать некий буфер, который будет хранить данные до отправки на сервер,
// но также он должен ограничивать потребление памяти параметром max_size. У этого буфера должны быть следующие методы:
// write - добавляет новый элемент в буфер. Если количество элементов в буфере больше чем max_size, то он должен переписать наиболее старый элемент
// read - удаляет и возвращает наиболее старый элемент из буфера

class Buffer {
  constructor (max_size) {
    this.max_size = max_size
    this.buffer = new Array(max_size)
    this.oldest_el = 0
  }

  write (item) {
    if (this.max_size === this.buffer.length) {
      this.buffer[this.oldest_el] = item
      if (this.oldest_el === this.buffer.length) {
        this.oldest_el = 0
        return
      }
      this.oldest_el = this.oldest_el + 1
    } else {
      this.buffer.push(item)
    }
  }

  read () {
    const item = this.buffer[this.oldest_el]
    this.buffer.delete(item)
    this.buffer = this.buffer.filter((el) => Boolean(el))
    return item
  }
}```
P.s моя реализация буфера имеет небольшой баг + не оптимальна по сложности",1288351099,n0rthern_dawn,489,489
145220,2025-06-27T15:27:06+00:00,"Компания РВ-системс
1 этап, созвон с hr

Вначале спрашивает и уточняет по резюме(подробно по крайнему месту работы)
Дальше мини тех скрининг:
1. Типы данных
2. Замыкание
3. Что такое http, из чего состоит, заголовки, методы
4. Что такое порталы в реакте
5. Контекст
6. Куки
7. web component и из чего состоит. Какие технологии используются
8. Что такое Прототип
9. Solid
10. Set,Map и их младшие братья
Рассказывал максимально подробно, по этому могла скипнуть некоторые вопросы, так что лучше как можно подробнее рассказывать",1744576554,daniilFront,489,489
144755,2025-06-27T12:44:37+00:00,"А попробуй, может тебя конкретно она полюбит, кто знает) Интересно же всё равно, + опыт собеса не лишний уж точно",1994463091,S_M_KnD,144744,489
144744,2025-06-27T12:43:58+00:00,"Планировал туда идти, но после твоих слов как-то не хочется) Хотя на англе базарю нормально",1186361915,harmonyhusher,144182,489
144415,2025-06-27T10:33:58+00:00,"ИГИТ техсобес
ЗП: не обговаривали, сказали на финалке сообщат
вакансия: https://hh.ru/vacancy/120399350

Вопросы:
Вопросы про опыт небольшие
Какие есть методы объявления переменных (про var, let, const)
В const запихнули объект и можем ли мы менять значения у ключа объекта? С чем это связано?
Какой у объекта тип? (Хотел услышать про то что ссылочный тип данных)
Что такое замыкание?
Пример приведи замыкания.
Что такое промисы? Какие состояния есть? Что каждое состояние делает?
В чем разница == и ===? Ты чем пользуешься на проектах?
Что такое стрелочная функция? В чем отличия? Когда ее нельзя использовать?
Какой будет this в стрелочной функции?
Расскажи про REST API? Какие методы есть?
Какие компоненты существуют в React? В чем их отличие?
Использовал ли на проектах классовые компоненты?
В классовых компонентах есть методы жизненного цикла? Как реализовано в функциональных?
Какие хуки знаешь?
В чем отличие useLayoutEffect  и useEffect?
useMemo и useCallback для чего нужны?
useRef что делает?
С порталами работал? Как он работает? Какой второй аргумент в портале?
Как списки работают в React? Зачем нужны key в элементах? Что туда надо кидать?
Почему нельзя кидать в key индексы?
Что такое type и interface и их различия?
Что такое Omit и Pick?
Как type наследуются?
Что такое дженерики?
Что такое any, unknown, never?
Что такое семантическая верстка?
Что такое grid и flex? В чем отличия?
Как свойство position работает? Какие позиции есть?
В чем отличие fixed и sticky?
Как отцентровать по горизонтали и вертикали без флексов и гридов?
Работал ли с canvas и с svg?
Как адаптив на проекте реализуешь?

Комментарий: после техсобеса дают тестовое задание и просят сделать за неделю, но по их словам задача на 3-4 часа.",418163746,drwnddrm,489,489
144322,2025-06-27T09:59:38+00:00,"Яндекс Фантех 3 этап
ЗП: от 250к
hr сам написал

Вопросы:

Какая твоя роль на проекте? За что отвечаешь?
Менторил?
Разговаривал ли со смежниками? (про бекендеров и т.д. внутри команды)
Насколько часто приходится общаться с командой?
Расскажи про большую и интересную задачу?
Сам предлагал какие то решения?
Когда проект начался и сколько он длился?
Постановка задачи была со стороны заказчика? Ты сам не предлагал каких то фичей?
Вопрос про CI/CD. Что знаешь про CI/CD? Настраивал ли сам его?
Как происходит заливание нового кода в продакшн? (Про CI/CD)
 Где начинают выполняться проверки? (Про машинку и контейнер)
Сам пайплайн видел? Где все это происходит понимаешь?
Когда происходит сборка PROD, DEV и TEST стенды?

Про тесты (смотреть скрин тут https://t.me/c/2071074234/489/133701):

Какие виды тесты ты знаешь? Какие ты бы тесты внедрил в этот проект?
Пишите ли вы юнит тесты у себя на проекте?
Когда бы ты хотел чтобы тесты запускались? (Про CI/CD)
Почему тесты могут быть нестабильные? Какие тесты могут быть нестабильные?
Приходилось ли дорабатывать какие нибудь тесты на проекте?
Приходилось ли решать проблемы с оптимизацией
Какие действия если тебе сказали что сайт тормозит?
Пробовал ли сам разбираться в LigthHouse?
Какие то системные решения знаешь? Чтобы оптимизировать приложение?
Был ли опыт с метриками интерактивности?
Знаешь что такое OpenGraph?
Зачем нужен SSR?
Видел ли теги og? Для чего используются теги og?

Про Софты:

Какие улучшения ты привнес в проект?
Приведи пример проекта, который был успешно реализованный благодаря твоему вкладу, хотя без тебя он мог бы быть не законченным?
Был ли кейс недопонимания?",418163746,drwnddrm,489,489
144216,2025-06-27T05:33:15+00:00,"```const heavyFunc = (count) => {
    // hard calculations
};

const LazyInit = ({ props }) => {
    const [count, setCount] = useState(() => heavyFunc(props.count));
    return (
        <>
            {count}
            <button onClick={() => setCount((prevProps) => ++prevProps)}>
                Increment
            </button>
        </>
    );
};```
Задача 11:  что не так и что будет происходить в значении когда пишем. Ответ будет каждые 2 сек срабатывать setTimeout 
```// Что будет отображено в блоке с ""Значение:"", если быстро (менее 2х секунд) напечатать ""1234""
// Доп вопрос: что будет отображено, если быстро (зажав backspace) удалить весь текст из инпута

import React, { useState } from ""react"";

function InputComponent() {
    const [value, setValue] = useState("""");

    const onChange = (event) => {
        setValue(event.target.value);
        setTimeout(() => {
            setValue(value);
        }, 2000);
    };

    return (
        <>
            <input  onChange={onChange} /><br />
            Значение: {value}
        </>
    );
}

export default () => <InputComponent />;```
Задача 12: что выведет в консоль если удалить первый элемент , ну или по порядку 
Ответ: за за того, что в ключах индексы, будет удаляться с конца и выбудет выводить Oleg removed
```import React, { useState, useEffect, useRef, useContext, useReducer, useMemo, useCallback, useLayoutEffect } from ""react"";

const User = ({ user, deleteUser }) => {
    useEffect(() => {
        return () => console.log(user, 'removed');
    }, []);

    return (
        <div>
            {user}
            <button onClick={() => deleteUser(user)}>Удалить</button>
        </div>
    );
};

const SomeElement = ({ usersList }) => {
    const [users, setUsers] = useState(usersList);

    const deleteUser = useCallback((user) => {
        setUsers(prev => prev.filter(u => u !== user));
    }, []);

    return (
        <>
            {users.map((u, id) => (
                <User key={id} user={u} deleteUser={deleteUser} />
            ))}
        </>
    );
};

const userList = ['Alex', 'Boris', 'Max', 'Oleg'];

export default () => <SomeElement usersList={userList} />;```",178999805,Skeptic,489,489
144215,2025-06-27T05:33:02+00:00,"Компания IT ONE 
На проект СБЕРа 
зп от 230

почти 2 часа лайвокодинга и между задачами спрашивал теорию
Вопросы:
1. какая алгоритмическая сложность у первой задачи
2. Какие есть функции
3. Чем отличается var, let, const
4. Temporal Dead Zone
5. Области видимости
6. Замыкание
7. Какие способы хранения информации
8. Eventloop
9. requestIdleCallback
10. Статические методы промисов
11. Назвать Utility types
12. unknown
13. useState подробнее рассказать
14. В чем разница между рендерингом и отрисовкой
15. Отличие useEffect от useLayaotEffect
16. lazy initialization
17. функция очистки
18. useRef
Задача 1:
```Array.prototype.findUnique = function () {
    const mapa = new Map();
    
    this.forEach((el) => {
        if (mapa.has(el)) {
            mapa.set(el, mapa.get(el) + 1);
        } else {
            mapa.set(el, 1);
        }
    });
    
    const result = [];
    mapa.forEach((count, key) => {
        if (count === 1) result.push(key);
    });
    
    return result;
};

console.log([10, 5, 10, 0, 6, 6, 7, 2, 9].findUnique()); // [5, 0, 7, 2]```
Задача 2: написать функцию замыкания
```function func1() {
    let a = 0;
    return function() {
        count++;
        return count;
    }
}

const couter = func1();```
Задача 3: сказать для чего это 
```1. ?.
2. ...
3. ??
4. &&=
5. structuredClone(bar)
6. someArray.at(0)```
Задача 4: по мимо что выведет еще объяснить почему
```let obj = { a: 1 };
let array = [obj];
obj = { ...obj, b: 5 };

console.log(obj); // { a: 1, b: 5 }
console.log(array); // [{ a: 1 }]```
Задача 5: евентлуп
```setTimeout(() => {
    console.log(""timeOut"");
}, 0);

console.log(1);

new Promise(resolve => {
    console.log(""Promise"");
    setTimeout(() => {
        console.log(""777"");
        resolve();
    }, 0);
}).then(() => {
    console.log(""then1"");
}).then(() => {
    console.log(""then2"");
});

console.log(4);

setTimeout(() => {
    console.log(""timeOut2"");
}, 0);

// 1 Promise 4 timeOut 777 then1 then2 timeOut2```
Задача 6: что тут происходит и что будет в Result
```type ExampleType = {
    Field1: string;
    Field2: string;
    Field3: number;
    Field4: boolean;
};

type T1<S, T> = { [K in keyof S]: S[K] extends T ? K : never }[keyof S];

type Result = T1<ExampleType, string>;```
Задача 7: типизировать
 
```const X = { a: 1, b: 2, c: 3, d: 4 };

function getProperty<T extends object, K extends keyof T>(obj: T, key: K): T[K] {
    return obj[key];
}

getProperty(X, 'a');
getProperty(X, '_m'); // Error: Type '""_m""' is not assignable to type '""a"" | ""b"" | ""c"" | ""d""'```
Задача 8: подсветить ref 
```// Почему хук usePrevious всегда возвращает предыдущее значение value, хотя внутри хука useEffect отрабатывает на каждое изменение value?

import React, { useState, useRef, useEffect } from ""react"";

function usePrevious(value) {
    const ref = useRef(value);

    useEffect(() => {
        ref.current = value;
    }, [value]);

    return ref.current;
}

const Previous = () => {
    const [count, setCount] = useState(0);
    const previousCount = usePrevious(count);

    return (
        <>
            <p>Current: {count}</p>
            <p>Previous: {previousCount}</p>
            <button onClick={() => setCount(prevCount => prevCount + 5)}>Random</button>
        </>
    );
};

export default Previous;```
Задача 9: выведет 2 1 3, объяснить почему 
```import React, { useState, useLayoutEffect, useEffect } from ""react"";

const Effects = () => {
    const [count, setCount] = useState(0);

    useLayoutEffect(() => console.log(""each render 1""));

    console.log(""each render 2"");

    useEffect(() => console.log(""each render 3""));

    return (
        <>
            <button onClick={() => setCount((prevProps) => ++prevProps)}>
                Increment
            </button>
        </>
    );
};

export default Effects;```
Задача 10:  lazy initialization",178999805,Skeptic,489,489
144205,2025-06-26T21:04:10+00:00,"Secumarket
https://hh.ru/vacancy/121520653?hhtmFrom=negotiation_list
150-200
1.чем Next отличается от React
2. зачем SSR нужен
3. можно сделать через React SSR
4. Страница отдается в React?
5. React CreateElemet
6. какие структуры данных JS знаешь 
7. Типы данных
8. где храняться ссылочные и примитивы
9. примеры приотизации React
10. 2 фазы у Реакта и Файбера как они называются
11. в каких случаях в useState прокидываем Callback
12. setState это синхронная или асинхронная функция
13. React.memo
14. evet loop
15. можем ли залезть в очередь микротасок
16. Тики в реакт

задачи 
```дан массив [101, 102, 103, 104, 105, 201, 203, 204, 210, 240, 241, 242]
должно получиться ""101-105, 201, 203, 204, 210, 240-242""

function getRanges(arr) {
  const minRangeLength = 3;
  if (!arr.length) return """";

  const sorted = [...new Set(arr)].sort((a, b) => a - b);
  const result = [];
  let start = sorted[0];
  let count = 1;

  for (let i = 1; i <= sorted.length; i++) {
    if (sorted[i] === sorted[i - 1] + 1) {
      count++;
    } else {
      if (count >= minRangeLength) {
        result.push(`${start}-${sorted[i - 1]}`);
      } else {
        for (let j = start; j <= sorted[i - 1]; j++) {
          result.push(j.toString());
        }
      }
      start = sorted[i];
      count = 1;
    }
  }

  return result.join("", "");
}```
```Promise.resolve(""a"")
  .then((p) => p + ""1"")
  .catch((p) => ""b"")
  .catch((p) => p + ""c"")
  .then((p) => p + ""d1"")
  .then(""d2"")
  .then((p) => p + ""d3"")
  .finally((p) => p + ""e"")
  .then((p) => console.log(p));

  a1d1d3```
```TS написать свой Partial
type Partial<K> = {  
  [key in keyof K]?: K[key];  
}```",1067633989,GestaRegum,489,489
144201,2025-06-26T17:30:43+00:00,"Альфа банк - команда разработки банковский решений для юридических лиц - знакомство 

1) расскажи про опыт
2) про сложные-интересные задачи
3) что нравится делать, что нет
4) как устроен был гит флоу
5) стек технологии 
6) состав команды и мои обязанности, с кем общался
7) как отношусь к работе, с возможностью полного переписывания кода раз в несколько месяцев",2045101088,NevedSky,489,489
144196,2025-06-26T17:23:13+00:00,"Ozon - знакомство с лидом(про проект не говорили)

1) Очень глубоко копал в опыт, что как делал, какие нюансы технологии, плюсы минусы, какой функционал реализовывал
2) страница тормозит на мобильном устройстве.  Вот бразер, расскажи подробно куда будешь заходить на что смотреть и как оптимизировать
3) механизм reconciliation react
4) критический путь рендера 
5) какие проблемы могут возникать при реализации вертуализации таблицы
6) на что обращаю внимание на ревью 
7) подробно kiss dry solid
8) за что отвечает contend-encoding

Особенности: гипердушный лид",2045101088,NevedSky,489,489
144192,2025-06-26T16:00:43+00:00,"Компания: Маквес (26.06.2025)

Вакансия: HTML-верстальщик (гибрид); https://mytishchi.hh.ru/vacancy/121396515?hhtmFrom=employer_vacancies

ЗП: 150,000, если я не нагаллюцинировал. Сейчас на сайте нет вилки.

Спрашивали преимущественно по CSS и по опыту.

Вопросы по CSS:

1. Виды позиционирования SCSS (static, relative, absolute, fixed, sticky)
2. Какие есть единицы измерения, какие лучше использовать (px, em, rm, %, vw, vh)
3. Различия между em и rem (rem — ""r"" for ""root"", т.е. он привязан к корневому html font-size, а em идёт относительно родителя)
4. псевдо-классы, какие есть и для чего (:hover, :active, :focus, :visited, :link, :disabled, :enabled)
5. псевдо-элементы (::before, ::after)
6. как работает Z-index и какие есть нюансы, если элементов с Z-index много на странице, если есть вложенные
7. Такая ситуация: есть два `<div>`'а, они оба контейнеры. У div'а A Z-index равен 2, а у B равен 3. Внутри A есть C с Z-index 5, а внутри B есть D с Z-index равным 4. 
Вопрос: какой из div'ов C или D будет ""выше"" и почему?
Ответ: выше будет div D с z-index 4, потому что оба упираются в их родителей, а у родителя D (div'а B Z-index равен 3, что больше 2)
8. media запросы, что это и зачем (адаптация на мобилки и планшеты, помимо десктопа; светлая/тёмная тема; `prefers-reduced-motion` (предпочтение пользователя без анимации))
9. `prefers-reduced-motion` все анимации отключает или как?
сам он ничего не делает, это просто media запрос, который мы сами пишем, внутри которого уже пишется логика. Т.е. мы сами говорим, реагировать надо на это или нет

Вопросы по опыту:
1. чем занимался на последнем месте работы
2. приходилось ли работать со styled components
3. styled components vs SCSS modules, предпочтения
4. про UI Kit на проекте рассказал
5. React Grid Layout, рассказать что это и для чего
6. Таблицы на чём писали? (самописные)",788688879,Aintripin,489,489
144191,2025-06-26T16:00:13+00:00,"Компания: Маквес (26.06.2025)

Вакансия: HTML-верстальщик (гибрид); https://mytishchi.hh.ru/vacancy/121396515?hhtmFrom=employer_vacancies

ЗП: 150,000, если я не нагаллюцинировал. Сейчас на сайте нет вилки.

Спрашивали преимущественно по CSS и по опыту.

Вопросы по CSS:

1. Виды позиционирования SCSS (static, relative, absolute, fixed, sticky)
2. Какие есть единицы измерения, какие лучше использовать (px, em, rm, %, vw, vh)
3. Различия между em и rem (rem — ""r"" for ""root"", т.е. он привязан к корневому html font-size, а em идёт относительно родителя)
4. псевдо-классы, какие есть и для чего (:hover, :active, :focus, :visited, :link, :disabled, :enabled)
5. псевдо-элементы (::before, ::after)
6. как работает Z-index и какие есть нюансы, если элементов с Z-index много на странице, если есть вложенные
7. Такая ситуация: есть два `<div>`'а, они оба контейнеры. У div'а A Z-index равен 2, а у B равен 3. Внутри A есть C с Z-index 5, а внутри B есть D с Z-index равным 4. 
Вопрос: какой из div'ов C или D будет ""выше"" и почему?
Ответ: выше будет div D с z-index 4, потому что оба упираются в их родителей, а у родителя D (div'а B Z-index равен 3, что больше 2)
8. media запросы, что это и зачем (адаптация на мобилки и планшеты, помимо десктопа; светлая/тёмная тема; `prefers-reduced-motion` (предпочтение пользователя без анимации))
9. `prefers-reduced-motion` все анимации отключает или как?
сам он ничего не делает, это просто media запрос, который мы сами пишем, внутри которого уже пишется логика. Т.е. мы сами говорим, реагировать надо на это или нет

Вопросы по опыту:
1. чем занимался на последнем месте работы
2. приходилось ли работать со styled components
3. styled components vs SCSS modules, предпочтения
4. про UI Kit на проекте рассказал
5. React Grid Layout, рассказать что это и для чего
6. Таблицы на чём писали? (самописные)",788688879,Aintripin,489,489
144182,2025-06-26T15:15:15+00:00,"Зарубежная компания Metricalo
ЗП 3-5к зелени
С релокацией

Общались с HR, общение на английском, она не поняла как у нас работает система платежей, всю вину переложила на меня, поэтому на техничку дальше не пошли. Спрашивала про мой опыт и is it relative to our product. Про меня и мой опыт до конца правда слушать не стала, я спросил могу-ли я продолжать, сказала не надо

Видимо нужен англосакс с native-english",1994463091,S_M_KnD,489,489
144062,2025-06-26T13:54:21+00:00,"Компания Согаз
ЗП: от 230
Гибрид

Общались с продукт овнером, нужен 1 фронт на проект,но вроде в дальнейшем будут набирать еще,  амбиций куча вроде как на все деньги есть, хотя бы раз в неделю приезжать в офис. 
По теории не гоняли, чуть спросил про опыт что делал, какие хобби.",178999805,Skeptic,489,489
144036,2025-06-26T13:15:53+00:00,"ОТП Банк в какую то команду из daily banking, которая занимается микрофронтами
ЗП: от 350 на руки
Вакансия: нет

Вопросы: 
Спросил про опыт, про интересные задачи
Технические вопросы:
Event loop
замыкание
Почему используем react
Virtual dom
Способы оптимизации реакт приложения

У тебя есть таблица, удаляешь один элемент и при удалении появляется таймер, как в тг, с кнопкой ""вернуть"". Как это реализовать, учитывая что пользователь может уйти куда то на другую страницу и может обновить ее?

У тебя есть страница, на ней модули обернутые в react.lazy, нужно их отобразить по порядку, как это сделать?

У тебя есть html файл(хост приложение) и у тебя есть микрофронт, состоящий из конфигурируемых форм и стилей, нужно отобразить в этом html функционал и учесть, что у условного админа может быть несколько инстансов этого приложения с его настройками, пользователь же ничего настраивать не может. Как построить такое приложение, как реализовать эти конфигурации и как выстроить архитектуру самого микрофронта?",5062074173,rus_warior,489,489
144026,2025-06-26T12:32:30+00:00,"Яндекс 1 этап

1 задача

```function any(promises) {
  return new Promise((resolve, reject) => {
    const errors = [];
    let rejCount = 0;
    
    promises.forEach((p, i) => {
      Promise.resolve(p)
        .then(resolve)
        .catch((err) => {
          errors[i] = err;
          rejCount++;
          
          if (rejCount === promises.length) {
            reject(new AggregateError(errors, 'No Promise in any was resolved'));
          }
        });
    });
  });
}```
2.
```function runOnce(fn) {
  let isCalled = false;
  
  return function (...args) {
    if (isCalled) {
      return undefined;
    }
    isCalled = true;
    return fn(...args);
  }
}```
3.
```function compose(...funcs) {
  return function (...args) {
    return funcs.reduceRight((acc, fn) => {
      return [fn(...acc)];
    }, args)[0];
  };
}```

4.Реализовать MaxStack с методами pop push и max 

```
```class MaxStack {
  constructor() {
    this.stack = [];      
    this.maxStack = [];   
  }

  push(value) {
    this.stack.push(value);
   
    const currentMax = this.maxStack.length === 0 ? value : Math.max(value, this.maxStack[this.maxStack.length - 1]);
    this.maxStack.push(currentMax);
  }

  pop() {
    if (this.stack.length === 0) return null;
    this.maxStack.pop();   
    return this.stack.pop(); 
  }

  max() {
    if (this.maxStack.length === 0) return null;
    return this.maxStack[this.maxStack.length - 1]
  }
}```
```",1299296153,alexKalitov,489,489
143985,2025-06-26T11:38:36+00:00,"Компания Fractall Design
1. Задача отрефакторить конфиг:
```import { config } from './config';
const PORT = Number(process.env.PORT) || 3200;

ESBuild.context({
  ...config
}).then(ctx => {
  ctx.serve({
    servedir: config.outdir,
    port: PORT
  })
  .then(({host, port}) => console.log(`Server started on http://localhost:` + port))
  .catch(err => console.log(err))
});```
Решение: 
```import { config } from './config';
const PORT = Number(process.env.PORT) || 3200;

ESBuild.context({
  ...config
}).then(ctx => {
  return ctx.serve({
    servedir: config.outdir,
    port: PORT
  });
 })
.then(({port}) => console.log(`Server started on http://localhost: ${port}`))
.catch(console.log)```
2. Задача оптимизировать компонент:
```export function InputSection() {
  const [ text, setText ] = useState('');

  const onClick = () => {
    console.log('message', text);
  }

  // Обработчик onChange в TextField имеет сигнатуру (value: text) => void
  return (
    <>
      <Header>Введите текст</Header>
      <TextField value={text} onChange={setText} />
      <SendButton onClick={onClick} />
    </>
  );
}```
Решение: 
```export function InputSection() {
  const [ text, setText ] = useState('');

    const refText = useRef('')
    refText.current = text
  const onClick = useCallback(() => {
    console.log('message', refText.current);
  }, [])

  // Обработчик onChange в TextField имеет сигнатуру `(value: text) => void`
  return (
    <>
      <Header>Введите текст</Header>
      <TextField value={text} onChange={setText} />
      <SendButton onClick={onClick} />
    </>
  );
}```
3. Задача отрефакторить компонент:
```export function Component(props: { withCounter?: boolean }) {
  function withCounter() {
    const [ counter, setCounter ] = useState(0);
    return (
      <div onClick={() => setCounter(counter + 1)}>Count: {counter}</div>
    );
  }

  const ref = useRef();
  useEffect(() => {
    ref.current.addEventListener('click', () => { alert('click'); });
  }, []);

  return (
    <>
      { props.withCounter && withCounter() }
      <div ref={ref}>click me</div>
    </>
  );
}```
Решение:
```function WithCounter() {
    const [ counter, setCounter ] = useState(0);
    return (
      <div onClick={() => setCounter(counter + 1)}>Count: {counter}</div>
    );
}
  
  interface Component { withCounter?: boolean }
export function Component({withCounter}: Component) {
  return (
    <>
      { withCounter && <WithCounter/> }
      <div onClick={() => { alert('click'); }}>click me</div>
    </>
  );
}```

4. Задача на типы
Скрин условия выше
Решение: 
```function Factory<T extends (props: any) => void>(component: T, props: Parameters<T>[0]) {
  component(props);
}

function ComponentA(props: { value: number }) {
}

function ComponentB(props: string) {
}

Factory(ComponentA, { value: 22 }); // OK
Factory(ComponentB, '12'); // OK
Factory(ComponentA, '22'); // В этой строке должна быть ошибка
Factory(ComponentA, { value: 22, next: 12 }); // В этой строке должна быть ошибка
Factory(ComponentB, 12); // В этой строке должна быть ошибка
Factory(ComponentA, 12); // В этой строке должна быть ошибка```",668581001,nik_markio,489,489
143871,2025-06-26T10:48:01+00:00,"Компания: Т-банк
После рассказа о себе лайв-код

Задача 1:
Написать эмиттер:

```class EventEmitter {
  constructor() {
    // Хранилище для событий и их подписчиков
    this.events = {};
  }

  // Метод для подписки на событие
  on(eventName, callback) {
    if (!this.events[eventName]) {
      this.events[eventName] = [];
    }

    this.events[eventName].push(callback);

    return this;
  }

  // Метод для отписки от события
  off(eventName, callback) {
    if (this.events[eventName]) {
      this.events[eventName] = this.events[eventName].filter(cb => cb !== callback);
    }
    
    return this.
  }

  // Метод для оповещения о событии
  emit(eventName, data) {
    if (this.events[eventName]) {
      this.events[eventName].forEach(callback => callback(data));
    }

    return this.
  }
}

// Пример использования

const cb = () => null;

// Создаем экземпляр класса EventEmitter
const eventEmitter = new EventEmitter();
eventEmitter
.on(‘test’, cb);
.off(‘test’, cb)```

Задача 2:
Написать promiseAll:
```function promiseAll(promises) {

  return new Promise((resolve, reject) => {

    let results = [];

    let completedPromises = 0;

    promises.forEach((promise, index) => {

      Promise.resolve(promise).then(value => {

        results[index] = value;

        completedPromises++;

        if (completedPromises === promises.length) {

          resolve(results);

        }

      }).catch(err => reject(err));

    });
    if (promises.length === 0) {

      resolve(results); 

    }

  });

}```
Задача 3: 

Перерендеры. Было Выше 

+ Задача по Rick and Morty",8033404229,sentryDispatch,489,489
143043,2025-06-25T21:36:28+00:00,"Компания: X5Tech
зп 300 (но будет пересматриваться в зависимости от скиллов выше-ниже)
базовые вопросы были, такие как:

1. что происходит после ввода адреса в адресную строку пользователем
2. этапы рендера
3. в чем преимущество реакт перед обычным js
4. рассказать про virtual dom, и для чего он нужен
5. рассказать про DOM, CSSOM, render-tree, critical render path
6. Event-loop
7. Можно ли за один запрос получить несколько html (да, можно объединить в один файл и потом разделить)
8. Самый затратный этап отрисовки (layout) и как можно менять элементы без перерисовки (transform)

Лайвкод - одно задание, т.к. собес уже время заканчивалось
Задание — сделать так, чтобы при нажатии на любую из кнопок не происходил ререндер всей страницы, а только компонента (обернуть в React.memo и useCallback)
```// src/Item.tsx
import { memo, useCallback, useRef } from ""react"";

interface IItemProps {
  item: string;
  value: number;
  onClick: () => void;
}

export const Item = ({ item, value }: IItemProps) => {
  const renders = useRef(0);

  renders.current += 1;

  return (
    <div style={{ marginTop: 10, background: ""#f2f2f2"", padding: ""10px 0"" }}>
      <div>Item: {item}</div>
      <div>Value: {value}</div>
      <div>Renders: {renders.current}</div>
      <button>Increase</button>
    </div>
  );
};```

```// src/List.tsx
import { useCallback, useEffect, useState } from ""react"";
import { Item } from ""./Item"";

const innitialData = [
  {
    item: ""Item 1"",
    value: 0,
  },
  {
    item: ""Item 2"",
    value: 0,
  },
  {
    item: ""Item 3"",
    value: 0,
  },
  {
    item: ""Item 4"",
    value: 0,
  },
];

export const List = () => {
  const [data, setData] = useState(innitialData);

  const onClick = () => {};

  return (
    <div>
      <div>List:</div>
      {data.map((currentItem) => (
        <Item
          key={currentItem.item}
          item={currentItem.item}
          value={currentItem.value}
          onClick={onClick}
        />
      ))}
    </div>
  );
};```",1994463091,S_M_KnD,489,489
